frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
325,0,0,-64.05686951,0,7501,7500,-1,0,0,0,normal
1990,0,0,-68.70481873,0,7501,7500,-1,0,0,0,normal
3620,0,0,-70.79296112,0,7501,7500,-1,0,0,0,normal
5234,0,0,-71.49131775,0,7501,7500,-1,0,0,0,normal
6883,0,0,-75.63245392,0,7501,7500,-1,0,0,0,normal
8519,0,0,-78.0573349,0,7502,7500,1,0,0,0,normal
10480,0,0,-79.9807663,0,7502,7500,1,0,0,0,normal
12439,0,0,-86.52880096,0,7502,7500,1,0,0,0,normal
14356,0,0,-90.82810211,0,7502,7500,1,0,0,0,normal
15980,0,0,-94.58747864,0,7502,7500,1,0,0,0,normal
17982,0,0,-100.2417908,0,7502,7500,1,0,0,0,normal
19628,0,0,-105.2363892,0,7502,7500,1,0,0,0,normal
21276,0,0,-109.1805344,0,7502,7500,1,0,0,0,normal
22884,0,0,-112.1765366,0,7502,7500,1,0,0,0,normal
24480,0,0,-119.0742722,0,7502,7500,1,0,0,0,normal
26105,0,0,-121.6721802,0,7502,7500,1,0,0,0,normal
27783,0,0,-126.3941727,0,7502,7500,1,0,0,0,normal
29395,0,0,-132.3181458,0,7502,7500,1,0,0,0,normal
31026,0,0,-136.4232025,0,7502,7500,1,0,0,0,normal
32641,0,0,-139.0322723,0,7502,7500,1,0,0,0,normal
34292,0,0,-145.2993774,0,7502,7500,1,0,0,0,normal
35953,0,0,-150.6321869,0,7502,7500,1,0,0,0,normal
37620,0,0,-154.070694,0,7502,7500,1,0,0,0,normal
39254,0,0,-159.6285858,0,7502,7500,1,0,0,0,normal
40905,0,0,-165.9336853,0,7502,7500,1,0,0,0,normal
42551,0,0,-169.6833038,0,7502,7500,1,0,0,0,normal
44218,0,0,-175.4257507,0,7502,7500,1,0,0,0,normal
45848,0,0,-179.4069824,0,7502,7500,1,0,0,0,normal
47470,0,0,175.6051483,0,7502,7500,1,0,0,0,normal
49110,0,0,172.3552246,0,7502,7500,1,0,0,0,normal
50901,0,0,161.5770569,0,7502,7500,1,0,0,0,normal
52561,0,0,158.7859192,0,7502,7500,1,0,0,0,normal
54188,0,0,152.2412872,0,7502,7500,1,0,0,0,normal
55829,0,0,147.4501495,0,7502,7500,1,0,0,0,normal
57466,0,0,144.8307648,0,7502,7500,1,0,0,0,normal
59263,0,0,137.5245209,0,7502,7500,1,0,0,0,normal
61101,0,0,134.0835724,0,7502,7500,1,0,0,0,normal
63379,0,0,129.255188,0,7502,7500,1,0,0,0,normal
64982,0,0,123.5707169,0,7502,7500,1,0,0,0,normal
66946,0,0,119.075386,0,7502,7500,1,0,0,0,normal
68608,0,0,114.9679871,0,7502,7500,1,0,0,0,normal
70255,0,0,109.9529495,0,7502,7500,1,0,0,0,normal
71895,0,0,105.0223923,0,7502,7500,1,0,0,0,normal
73503,0,0,100.242485,0,7502,7500,1,0,0,0,normal
75124,0,0,96.62275696,0,7502,7500,1,0,0,0,normal
76769,0,0,90.55227661,0,7502,7500,1,0,0,0,normal
78431,0,0,86.32348633,0,7502,7500,1,0,0,0,normal
80066,0,0,81.83058167,0,7502,7500,1,0,0,0,normal
81674,0,0,76.43713379,0,7502,7500,1,0,0,0,normal
83312,0,0,72.19334412,0,7502,7500,1,0,0,0,normal
84952,0,0,68.38916016,0,7502,7500,1,0,0,0,normal
86607,0,0,62.00302887,0,7502,7500,1,0,0,0,normal
88258,0,0,58.55786896,0,7502,7500,1,0,0,0,normal
89887,0,0,53.57172775,0,7502,7500,1,0,0,0,normal
91500,0,0,47.91201019,0,7502,7500,1,0,0,0,normal
93164,0,0,43.73667145,0,7502,7500,1,0,0,0,normal
94831,0,0,39.47945786,0,7502,7500,1,0,0,0,normal
96496,0,0,33.83614349,0,7502,7500,1,0,0,0,normal
98153,0,0,29.37517548,0,7502,7500,1,0,0,0,normal
99780,0,0,25.12174606,0,7502,7500,1,0,0,0,normal
101418,0,0,20.40180397,0,7502,7500,1,0,0,0,normal
103058,0,0,15.27139568,0,7502,7500,1,0,0,0,normal
104688,0,0,11.49856091,0,7502,7500,1,0,0,0,normal
106328,0,0,6.05655098,0,7502,7500,1,0,0,0,normal
107958,0,0,-0.125112519,0,7500,7500,0,1,0,0,normal
109908,-57.75595093,295.5163269,-0.092870705,0.599999905,7501,7500,0,1,0,0,normal
111871,39.3208847,301.4078369,-0.154144287,0.549999952,7501,7500,0,1,0,0,normal
113809,0,0,-0.104845047,0.49999997,7501,7500,0,1,0,0,normal
115443,93.21356201,284.880249,-0.148853287,0.524999976,7501,7500,0,1,0,0,normal
117374,134.0314484,279.7976074,-0.10667038,0.574999928,7501,7500,0,1,0,0,normal
119007,218.4198608,257.6320801,-0.09258651,0.599999905,7501,7500,0,1,0,0,normal
120653,215.2688599,304.1241455,-0.106132507,0.62499994,7501,7500,0,1,0,0,normal
122280,256.0505676,277.0450439,-0.100643151,0.599999905,7501,7500,0,1,0,0,normal
123901,270.7551575,298.244751,-0.105617523,0.599999905,7501,7500,0,1,0,0,normal
125550,331.9397583,291.0856323,-0.076343529,0.674999952,7501,7500,0,1,0,0,normal
127183,389.756073,292.3049927,-0.15964888,0.724999964,7501,7500,0,1,0,0,normal
128800,381.7638855,286.7514954,-0.133235931,0.724999964,7501,7500,0,1,0,0,normal
130403,426.0225525,274.8357239,-0.137924179,0.724999964,7501,7500,0,1,0,0,normal
132012,498.809021,262.7992249,-0.109069824,0.774999976,7501,7500,0,1,0,0,normal
133662,511.6906128,235.007782,-0.104637139,0.774999976,7501,7500,0,1,0,0,normal
135327,594.111145,285.8339844,-0.149291992,0.899999917,7501,7500,0,1,0,0,normal
136987,634.0839844,236.2875061,-0.113895416,0.949999928,7501,7500,0,1,0,0,normal
138606,699.3129883,253.4428558,-0.148967743,1.024999857,7501,7500,0,1,0,0,normal
140273,679.2360229,274.9081726,-0.114501946,1.024999857,7501,7500,0,1,0,0,normal
141928,769.3830566,229.442276,-0.111930847,1.099999905,7501,7500,0,1,0,0,normal
143556,771.4234009,248.5775299,-0.186408982,1.124999881,7501,7500,0,1,0,0,normal
145173,847.4333496,241.7081604,-0.102783196,1.174999952,7501,7500,0,1,0,0,normal
146794,848.62854,245.2333832,-0.133407593,1.174999952,7501,7500,0,1,0,0,normal
148426,946.6832886,208.6047363,-0.088607788,1.324999928,7501,7500,0,1,0,0,normal
150038,960.3616333,196.5923615,-0.098777771,1.349999905,7501,7500,0,1,0,0,normal
151664,1011.24823,180.1734467,-0.14956665,1.374999881,7501,7500,0,1,0,0,normal
153289,1077.056641,162.4385986,-0.120391831,1.449999928,7501,7500,0,1,0,0,normal
154901,1072.674316,157.9958344,-0.154067993,1.499999881,7500,7501,0,1,0,0,normal
156523,1046.971436,172.9056549,-0.134521484,1.474999905,7500,7501,0,1,0,0,normal
158173,948.3371582,200.1538086,-0.149459824,1.324999928,7501,7500,0,1,0,0,normal
160259,1079.978271,188.9503021,-0.060142513,1.474999905,7501,7500,0,1,0,0,normal
162190,1113.455811,204.1861115,-0.118873596,1.524999857,7501,7500,0,1,0,0,normal
164136,1057.112549,208.4719391,-0.130683899,1.449999928,7500,7501,0,1,0,0,normal
165734,1056.412231,217.272934,-0.157012925,1.474999905,7501,7500,0,1,0,0,normal
167693,1147.235474,161.5090027,-0.165863022,1.574999809,7500,7501,0,1,0,0,normal
169322,1046.186646,236.384079,-0.096214287,1.474999905,7500,7501,0,1,0,0,normal
170974,1098.280518,219.9651489,-0.172912598,1.524999857,7500,7501,0,1,0,0,normal
172587,1071.901611,228.4160614,-0.077445984,1.474999905,7500,7501,0,1,0,0,normal
174235,968.7401123,243.8812408,-0.149711594,1.374999881,7501,7500,0,1,0,0,normal
175856,982.0321655,214.5686493,-0.150253296,1.374999881,7501,7500,0,1,0,0,normal
177499,1119.528442,173.1350403,-0.099174492,1.524999857,7501,7501,0,1,0,0,normal
179127,1085.507446,195.0591278,-0.157485947,1.474999905,7500,7501,0,1,0,0,normal
180739,978.8209229,249.5433655,-0.084190369,1.399999857,7500,7501,0,1,0,0,normal
182382,987.8149414,218.9148407,-0.146453857,1.349999905,7501,7500,0,1,0,0,normal
184040,1030.540405,224.2509766,-0.116409287,1.424999833,7501,7500,0,1,0,0,normal
185682,1078.324219,197.4978027,-0.114929192,1.524999857,7501,7500,0,1,0,0,normal
187322,1130.562866,181.7549744,-0.104827881,1.549999952,7500,7501,0,1,0,0,normal
188946,1052.4646,235.9132538,-0.133522019,1.474999905,7500,7501,0,1,0,0,normal
190543,1033.884521,235.2733765,-0.158287048,1.424999833,7500,7501,0,1,0,0,normal
192172,941.8059082,221.3776855,-0.160690308,1.324999928,7501,7500,0,1,0,0,normal
193799,1072.130859,201.3852386,-0.149963379,1.474999905,7501,7500,0,1,0,0,normal
195427,1109.544312,164.044281,-0.115341179,1.549999952,7500,7501,0,1,0,0,normal
197030,1109.834106,197.0632019,-0.158004761,1.574999809,7500,7501,0,1,0,0,normal
198660,949.6530762,245.5593262,-0.108810425,1.349999905,7501,7500,0,1,0,0,normal
200330,1025.554443,214.3754883,-0.10848999,1.399999857,7501,7500,0,1,0,0,normal
201984,1102.807739,204.8983765,-0.160598755,1.524999857,7500,7501,0,1,0,0,normal
