frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
131,0,0,0,0,7500,7500,-1,0,0,0,normal
1547,0,0,0,0,7500,7500,-1,0,0,0,normal
2932,0,0,0,0,7500,7500,-1,0,0,0,normal
4487,0,0,0,0,7500,7500,-1,0,0,0,normal
6017,0,0,0,0,7500,7500,-1,0,0,0,normal
7401,0,0,0,0,7500,7500,-1,0,0,0,normal
8822,0,0,0,0,7500,7500,-1,0,0,0,normal
10429,0,0,0,0,7500,7500,-1,0,0,0,normal
11952,0,0,0,0,7500,7500,-1,0,0,0,normal
13370,0,0,0,0,7500,7500,-1,0,0,0,normal
14762,0,0,0,0,7500,7500,-1,0,0,0,normal
16366,0,0,0,0,7500,7500,-1,0,0,0,normal
17917,0,0,0,0,7500,7500,-1,0,0,0,normal
19309,0,0,0,0,7500,7500,-1,0,0,0,normal
20687,0,0,0,0,7500,7500,-1,0,0,0,normal
22061,0,0,0,0,7500,7500,-1,0,0,0,normal
23488,0,0,0,0,7500,7500,-1,0,0,0,normal
24900,0,0,0,0,7500,7500,-1,0,0,0,normal
26302,0,0,0,0,7500,7500,-1,0,0,0,normal
27948,0,0,0,0,7500,7500,-1,0,0,0,normal
29474,0,0,0,0,7500,7500,-1,0,0,0,normal
30940,0,0,0,0,7500,7500,-1,0,0,0,normal
32436,0,0,0,0,7500,7500,-1,0,0,0,normal
34101,0,0,0,0,7500,7500,-1,0,0,0,normal
35572,0,0,0,0,7500,7500,-1,0,0,0,normal
37061,0,0,0,0,7500,7500,-1,0,0,0,normal
38557,0,0,0,0,7500,7500,-1,0,0,0,normal
40059,0,0,0,0,7500,7500,-1,0,0,0,normal
41570,0,0,0,0,7500,7500,-1,0,0,0,normal
43276,0,0,0,0,7500,7500,-1,0,0,0,normal
44831,0,0,0,0,7500,7500,-1,0,0,0,normal
46385,0,0,0,0,7500,7500,-1,0,0,0,normal
48145,0,0,0,0,7500,7500,-1,0,0,0,normal
49804,0,0,0,0,7500,7500,-1,0,0,0,normal
51414,0,0,0,0,7500,7500,-1,0,0,0,normal
52953,0,0,0,0,7500,7500,-1,0,0,0,normal
54498,0,0,0,0,7500,7500,-1,0,0,0,normal
56244,0,0,0,0,7500,7500,-1,0,0,0,normal
57931,0,0,0,0,7500,7500,-1,0,0,0,normal
59495,0,0,0,0,7500,7500,-1,0,0,0,normal
61062,0,0,0,0,7500,7500,-1,0,0,0,normal
62806,0,0,0,0,7500,7500,-1,0,0,0,normal
64540,0,0,0,0,7500,7500,-1,0,0,0,normal
66078,0,0,0,0,7500,7500,-1,0,0,0,normal
67623,0,0,0,0,7500,7500,-1,0,0,0,normal
69227,0,0,0,0,7500,7500,-1,0,0,0,normal
70792,0,0,0,0,7500,7500,-1,0,0,0,normal
72353,0,0,0,0,7500,7500,-1,0,0,0,normal
73903,0,0,0,0,7500,7500,-1,0,0,0,normal
75612,0,0,0,0,7500,7500,-1,0,0,0,normal
77180,0,0,0,0,7500,7500,-1,0,0,0,normal
78741,0,0,0,0,7500,7500,-1,0,0,0,normal
80471,0,0,0,0,7500,7500,-1,0,0,0,normal
81987,0,0,0,0,7500,7500,-1,0,0,0,normal
83539,0,0,0,0,7500,7500,-1,0,0,0,normal
85113,0,0,0,0,7500,7500,-1,0,0,0,normal
86682,0,0,0,0,7500,7500,-1,0,0,0,normal
88264,0,0,0,0,7500,7500,-1,0,0,0,normal
89803,0,0,0,0,7500,7500,-1,0,0,0,normal
91504,0,0,0,0,7500,7500,-1,0,0,0,normal
93108,0,0,0,0,7500,7500,-1,0,0,0,normal
94663,0,0,0,0,7500,7500,-1,0,0,0,normal
96392,0,0,0,0,7500,7500,-1,0,0,0,normal
98086,0,0,0,0,7500,7500,-1,0,0,0,normal
99634,0,0,0,0,7500,7500,-1,0,0,0,normal
101203,0,0,0,0,7500,7500,-1,0,0,0,normal
102749,0,0,0,0,7500,7500,-1,0,0,0,normal
104490,0,0,0,0,7500,7500,-1,0,0,0,normal
106209,0,0,0,0,7500,7500,-1,0,0,0,normal
107767,0,0,0,0,7500,7500,-1,0,0,0,normal
109348,0,0,0,0,7500,7500,-1,0,0,0,normal
111066,0,0,0,0,7500,7500,-1,0,0,0,normal
112790,0,0,0,0,7500,7500,-1,0,0,0,normal
114313,0,0,0,0,7500,7500,-1,0,0,0,normal
115869,0,0,0,0,7500,7500,-1,0,0,0,normal
117461,0,0,0,0,7500,7500,-1,0,0,0,normal
119019,0,0,0,0,7500,7500,-1,0,0,0,normal
120597,0,0,0,0,7500,7500,-1,0,0,0,normal
122135,0,0,0,0,7500,7500,-1,0,0,0,normal
123871,0,0,0,0,7500,7500,-1,0,0,0,normal
125447,0,0,0,0,7500,7500,-1,0,0,0,normal
127009,0,0,0,0,7500,7500,-1,0,0,0,normal
128735,0,0,0,0,7500,7500,-1,0,0,0,normal
130292,0,0,0,0,7500,7500,-1,0,0,0,normal
131824,0,0,0,0,7500,7500,-1,0,0,0,normal
133511,0,0,0,0,7500,7500,-1,0,0,0,normal
135083,0,0,0,0,7500,7500,-1,0,0,0,normal
136625,0,0,0,0,7500,7500,-1,0,0,0,normal
138313,0,0,0,0,7500,7500,-1,0,0,0,normal
139864,0,0,0,0,7500,7500,-1,0,0,0,normal
141440,0,0,0,0,7500,7500,-1,0,0,0,normal
143124,0,0,67.60272217,0,7500,7500,-1,0,0,0,normal
144705,0,0,50.33502197,0,7501,7500,-1,0,0,0,normal
146404,0,0,49.08904648,0,7501,7500,-1,0,0,0,normal
147989,0,0,48.34420776,0,7501,7500,-1,0,0,0,normal
149535,0,0,44.7041626,0,7501,7500,-1,0,0,0,normal
151242,0,0,41.79938889,0,7501,7500,-1,0,0,0,normal
152806,0,0,41.34949875,0,7501,7500,-1,0,0,0,normal
154506,0,0,38.80608749,0,7501,7500,-1,0,0,0,normal
156023,0,0,34.54069138,0,7501,7500,-1,0,0,0,normal
157749,0,0,36.10604858,0,7501,7500,-1,0,0,0,normal
