frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
702,0,0,-75.1477356,0,7500,7501,-1,0,0,0,normal
2311,0,0,-72.19112396,0,7500,7501,-1,0,0,0,normal
3965,0,0,-69.48738861,0,7500,7501,-1,0,0,0,normal
5603,0,0,-68.76412964,0,7500,7501,-1,0,0,0,normal
7269,0,0,-64.48509216,0,7500,7501,-1,0,0,0,normal
9079,0,0,-62.99814606,0,7502,7501,1,0,0,0,normal
10709,0,0,-65.39305878,0,7502,7501,1,0,0,0,normal
12307,0,0,-66.8388443,0,7502,7501,1,0,0,0,normal
13929,0,0,-70.16130066,0,7502,7501,1,0,0,0,normal
15594,0,0,-72.00366211,0,7502,7501,1,0,0,0,normal
17220,0,0,-73.96653748,0,7502,7501,1,0,0,0,normal
19484,0,0,-78.59205627,0,7502,7501,1,0,0,0,normal
21303,0,0,-77.41524506,0,7502,7501,1,0,0,0,normal
23073,0,0,-81.44600677,0,7502,7501,1,0,0,0,normal
24985,0,0,-82.78687286,0,7502,7501,1,0,0,0,normal
26658,0,0,-85.25382996,0,7502,7501,1,0,0,0,normal
28294,0,0,-88.38385773,0,7502,7501,1,0,0,0,normal
29930,0,0,-89.5683136,0,7502,7501,1,0,0,0,normal
31564,0,0,-92.62402344,0,7502,7501,1,0,0,0,normal
33201,0,0,-95.11656189,0,7502,7501,1,0,0,0,normal
34854,0,0,-96.53562164,0,7502,7501,1,0,0,0,normal
36468,0,0,-100.4126968,0,7502,7501,1,0,0,0,normal
38109,0,0,-101.1273041,0,7502,7501,1,0,0,0,normal
39711,0,0,-104.7215424,0,7502,7501,1,0,0,0,normal
41392,0,0,-106.9483185,0,7502,7501,1,0,0,0,normal
43067,0,0,-108.69104,0,7502,7501,1,0,0,0,normal
44713,0,0,-111.5862274,0,7502,7501,1,0,0,0,normal
46320,0,0,-114.0348206,0,7502,7501,1,0,0,0,normal
