frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
1330,0,0,150.784668,0,7501,7500,-1,0,0,0,normal
2945,0,0,147.6933441,0,7501,7500,-1,0,0,0,normal
4544,0,0,147.0121918,0,7501,7500,-1,0,0,0,normal
6156,0,0,144.9116211,0,7501,7500,-1,0,0,0,normal
7770,0,0,142.9604645,0,7501,7500,-1,0,0,0,normal
9390,0,0,139.4167175,0,7502,7500,1,0,0,0,normal
11006,0,0,136.3287659,0,7502,7500,1,0,0,0,normal
12613,0,0,129.7456665,0,7502,7500,1,0,0,0,normal
14210,0,0,125.6478577,0,7502,7500,1,0,0,0,normal
15971,0,0,120.8231812,0,7502,7500,1,0,0,0,normal
17592,0,0,116.9603806,0,7502,7500,1,0,0,0,normal
19205,0,0,111.8980484,0,7502,7500,1,0,0,0,normal
20831,0,0,107.7653503,0,7502,7500,1,0,0,0,normal
22415,0,0,102.1578674,0,7502,7500,1,0,0,0,normal
24016,0,0,97.22112274,0,7502,7500,1,0,0,0,normal
25641,0,0,90.73116302,0,7502,7500,1,0,0,0,normal
27235,0,0,86.30086517,0,7502,7500,1,0,0,0,normal
28983,0,0,82.57516479,0,7502,7500,1,0,0,0,normal
30906,0,0,77.60934448,0,7502,7500,1,0,0,0,normal
33244,0,0,74.23348236,0,7502,7500,1,0,0,0,normal
34894,0,0,68.94884491,0,7502,7500,1,0,0,0,normal
36472,0,0,64.93231201,0,7502,7500,1,0,0,0,normal
38049,0,0,60.43355179,0,7502,7500,1,0,0,0,normal
39606,0,0,54.40614319,0,7502,7500,1,0,0,0,normal
41187,0,0,49.86683655,0,7502,7500,1,0,0,0,normal
42814,0,0,42.96995163,0,7502,7500,1,0,0,0,normal
44399,0,0,40.58629227,0,7502,7500,1,0,0,0,normal
46012,0,0,34.52639771,0,7502,7500,1,0,0,0,normal
47583,0,0,32.07061386,0,7502,7500,1,0,0,0,normal
49191,0,0,26.49427032,0,7502,7500,1,0,0,0,normal
50789,0,0,21.86989594,0,7502,7500,1,0,0,0,normal
52387,0,0,15.91849422,0,7502,7500,1,0,0,0,normal
53994,0,0,11.21205807,0,7502,7500,1,0,0,0,normal
55633,0,0,5.484870434,0,7502,7500,1,0,0,0,normal
57213,0,0,1.796714664,0,7501,7500,0,1,0,0,normal
58851,-31.6305542,390.6494446,-0.110557556,0.649999917,7501,7500,0,1,0,0,normal
60425,62.88685226,485.7825623,-0.11831665,0.799999893,7501,7500,0,1,0,0,normal
62033,73.46256256,594.4251099,-0.130828843,0.974999905,7501,7500,0,1,0,0,normal
63656,94.51741028,665.6300659,-0.044685364,1.049999952,7501,7500,0,1,0,0,normal
65258,195.2160492,617.0131836,-0.123756394,1.024999857,7501,7500,0,1,0,0,normal
66853,294.5384216,636.6434326,-0.099304192,1.074999928,7501,7500,0,1,0,0,normal
68446,274.5942688,698.2264404,-0.116363518,1.124999881,7501,7500,0,1,0,0,normal
70084,360.962616,608.8157959,-0.145690918,1.124999881,7501,7500,0,1,0,0,normal
71681,386.7982178,598.5901489,-0.105781555,1.124999881,7501,7500,0,1,0,0,normal
73260,324.5270996,729.6759033,-0.128517136,1.224999905,7501,7500,0,1,0,0,normal
74860,388.4884338,626.9489746,-0.094223015,1.124999881,7501,7500,0,1,0,0,normal
76484,487.0260315,618.1480103,-0.140037522,1.149999857,7501,7500,0,1,0,0,normal
78499,492.6157227,651.7705688,-0.115127556,1.224999905,7501,7500,0,1,0,0,normal
80182,638.8285522,512.3908691,-0.131896973,1.199999809,7501,7500,0,1,0,0,normal
82604,563.1928711,647.7261353,-0.11431884,1.274999976,7501,7500,0,1,0,0,normal
84187,627.6613159,637.4764404,-0.133460984,1.349999905,7501,7500,0,1,0,0,normal
85818,724.6898804,524.4997559,-0.098213188,1.299999833,7501,7500,0,1,0,0,normal
87394,769.6003418,563.4464111,-0.134223938,1.374999881,7501,7500,0,1,0,0,normal
88995,710.902832,560.4765625,-0.103836052,1.299999833,7501,7500,0,1,0,0,normal
90625,813.7624512,519.4051514,-0.125621796,1.374999881,7501,7500,0,1,0,0,normal
92222,819.5090942,578.9115601,-0.102897644,1.474999905,7501,7500,0,1,0,0,normal
93812,912.0706787,522.6889038,-0.114849091,1.524999857,7501,7500,0,1,0,0,normal
95373,950.2929688,527.5662231,-0.160160065,1.524999857,7501,7500,0,1,0,0,normal
96978,937.0130005,538.4438477,-0.103225701,1.524999857,7501,7500,0,1,0,0,normal
98564,979.303772,479.9876709,-0.126728058,1.574999809,7501,7500,0,1,0,0,normal
100203,1104.980835,423.6804199,-0.088378906,1.674999833,7501,7500,0,1,0,0,normal
101816,1082.380615,372.7697144,-0.139522538,1.649999976,7501,7500,0,1,0,0,normal
103429,1144.651855,409.519104,-0.105392449,1.724999905,7501,7500,0,1,0,0,normal
105029,1183.284668,409.2173157,-0.081962578,1.774999857,7501,7500,0,1,0,0,normal
106677,1166.672607,430.718811,-0.161964417,1.749999762,7501,7500,0,1,0,0,normal
108277,1223.112549,440.0269165,-0.110668175,1.799999833,7501,7500,0,1,0,0,normal
109861,1282.534546,402.2030334,-0.15417479,1.899999857,7501,7500,0,1,0,0,normal
111438,1326.527588,402.5290222,-0.149398804,1.924999952,7501,7500,0,1,0,0,normal
113050,1397.998169,391.5307312,-0.159816742,2.024999619,7501,7500,0,1,0,0,normal
114655,1346.95459,375.7637634,-0.125125885,1.899999857,7501,7500,0,1,0,0,normal
116248,1465.859009,353.7672424,-0.124986649,2.074999809,7501,7500,0,1,0,0,normal
117817,1505.15564,343.0587463,-0.125167847,2.124999762,7501,7500,0,1,0,0,normal
119399,1503.972656,343.6140747,-0.109624855,2.149999857,7501,7500,0,1,0,0,normal
121012,1560.980103,342.3223267,-0.138372406,2.199999809,7501,7500,0,1,0,0,normal
122636,1599.974854,298.4620667,-0.106409073,2.224999666,7501,7500,0,1,0,0,normal
124361,1615.729858,314.1928406,-0.136949539,2.224999666,7501,7500,0,1,0,0,normal
126061,1668.994751,303.1221619,-0.153972626,2.349999905,7501,7500,0,1,0,0,normal
128087,1736.602051,269.5599365,-0.107462883,2.424999714,7501,7500,0,1,0,0,normal
130095,1731.905762,256.8352661,-0.145212159,2.399999619,7501,7500,0,1,0,0,normal
132136,1791.231201,259.2015686,-0.143603325,2.449999809,7501,7500,0,1,0,0,normal
133711,1851.244629,228.7299652,-0.082941048,2.524999857,7501,7500,0,1,0,0,normal
135344,1798.209106,262.1110535,-0.118388653,2.499999762,7501,7500,0,1,0,0,normal
136933,1910.557983,207.1801453,-0.118578903,2.649999857,7501,7500,0,1,0,0,normal
138548,1937.781982,255.7125092,-0.143398032,2.649999857,7501,7500,0,1,0,0,normal
140162,1952.728027,238.3881531,-0.107970588,2.674999714,7501,7500,0,1,0,0,normal
141768,2044.456543,197.4495239,-0.100037813,2.799999714,7501,7500,0,1,0,0,normal
143369,2116.205078,147.8185272,-0.178328976,2.899999857,7501,7500,0,1,0,0,normal
144937,2091.359131,159.2996826,-0.105563641,2.899999857,7501,7500,0,1,0,0,normal
146534,2171.510254,132.4620056,-0.120961659,3.049999714,7501,7500,0,1,0,0,normal
148149,2139.372559,161.4124146,-0.113068573,2.924999952,7501,7500,0,1,0,0,normal
149739,2229.278076,150.6797638,-0.10946846,3.024999857,7501,7500,0,1,0,0,normal
151363,2244.308838,127.8864441,-0.179271698,3.099999905,7501,7500,0,1,0,0,normal
152981,2336.580566,100.8797455,-0.138065338,3.224999666,7501,7500,0,1,0,0,normal
154558,2379.982178,130.9167023,-0.133199692,3.274999857,7501,7500,0,1,0,0,normal
