frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
1239,0,0,116.3603287,0,7501,7500,-1,0,0,0,normal
2806,0,0,113.5353088,0,7501,7500,-1,0,0,0,normal
4404,0,0,112.4401855,0,7501,7500,-1,0,0,0,normal
6020,0,0,111.7458115,0,7501,7500,-1,0,0,0,normal
7716,0,0,109.6401672,0,7501,7500,-1,0,0,0,normal
9341,0,0,108.6924591,0,7502,7500,1,0,0,0,normal
11005,0,0,101.5033569,0,7502,7500,1,0,0,0,normal
12604,0,0,96.84963989,0,7502,7500,1,0,0,0,normal
14176,0,0,94.04607391,0,7502,7500,1,0,0,0,normal
15756,0,0,89.38757324,0,7502,7500,1,0,0,0,normal
17374,0,0,83.27662659,0,7502,7500,1,0,0,0,normal
18946,0,0,79.89642334,0,7502,7500,1,0,0,0,normal
20677,0,0,75.24411774,0,7502,7500,1,0,0,0,normal
22265,0,0,69.07627869,0,7502,7500,1,0,0,0,normal
23832,0,0,65.44142151,0,7502,7500,1,0,0,0,normal
25485,0,0,59.76898193,0,7502,7500,1,0,0,0,normal
27128,0,0,53.30220413,0,7502,7500,1,0,0,0,normal
28729,0,0,50.34429932,0,7502,7500,1,0,0,0,normal
30336,0,0,46.8581543,0,7502,7500,1,0,0,0,normal
32096,0,0,39.40127182,0,7502,7500,1,0,0,0,normal
33736,0,0,36.56307983,0,7502,7500,1,0,0,0,normal
35345,0,0,32.74548721,0,7502,7500,1,0,0,0,normal
37389,0,0,26.835495,0,7502,7500,1,0,0,0,normal
39693,0,0,21.96567345,0,7502,7500,1,0,0,0,normal
41281,0,0,18.38324738,0,7502,7500,1,0,0,0,normal
42896,0,0,14.13522339,0,7502,7500,1,0,0,0,normal
44501,0,0,6.702011108,0,7502,7500,1,0,0,0,normal
46090,0,0,3.408935547,0,7501,7500,0,1,0,0,normal
47689,34.96262741,402.4082642,-0.139015183,0.649999917,7501,7500,0,1,0,0,normal
49282,108.7511597,601.71698,-0.131980896,0.974999905,7501,7500,0,1,0,0,normal
50890,135.8665161,675.1071777,-0.130279526,1.074999928,7501,7500,0,1,0,0,normal
52476,192.6445618,706.5566406,-0.161712646,1.124999881,7501,7500,0,1,0,0,normal
54107,227.0397797,733.8892822,-0.114395142,1.174999952,7501,7500,0,1,0,0,normal
55666,242.3962708,755.5356445,-0.1599655,1.199999809,7501,7500,0,1,0,0,normal
57291,264.7791443,760.4251709,-0.101890557,1.274999976,7501,7500,0,1,0,0,normal
58905,293.9347839,769.2382202,-0.132045731,1.274999976,7501,7500,0,1,0,0,normal
60461,410.8471069,725.8970947,-0.136596665,1.249999881,7501,7500,0,1,0,0,normal
62048,402.4324036,704.8302002,-0.114391319,1.199999809,7501,7500,0,1,0,0,normal
63638,444.2765198,678.0891724,-0.149307236,1.224999905,7501,7500,0,1,0,0,normal
65234,478.2974548,689.8117065,-0.105712891,1.274999976,7501,7500,0,1,0,0,normal
66850,544.4318848,648.3659668,-0.143058762,1.249999881,7501,7500,0,1,0,0,normal
68445,556.5770264,670.2418213,-0.155441284,1.274999976,7501,7500,0,1,0,0,normal
70042,583.9701538,663.1430664,-0.153865799,1.299999833,7501,7500,0,1,0,0,normal
71677,697.6107178,618.2445679,-0.121768944,1.349999905,7501,7500,0,1,0,0,normal
73291,691.0552368,642.1002808,-0.120243065,1.374999881,7501,7500,0,1,0,0,normal
74924,743.6078491,580.6259155,-0.156517014,1.349999905,7501,7500,0,1,0,0,normal
76520,792.1522217,637.1021729,-0.159183502,1.474999905,7501,7500,0,1,0,0,normal
78104,867.739624,563.0722046,-0.104297638,1.449999928,7501,7500,0,1,0,0,normal
79688,821.8028564,617.3632202,-0.145549774,1.499999881,7501,7500,0,1,0,0,normal
81480,874.3796387,570.5452271,-0.154291153,1.499999881,7501,7500,0,1,0,0,normal
83112,929.3709717,566.7543335,-0.153417572,1.524999857,7501,7500,0,1,0,0,normal
84724,1009.714966,549.8404541,-0.172912598,1.599999785,7501,7500,0,1,0,0,normal
86953,1011.453369,538.4678955,-0.112144463,1.624999881,7501,7500,0,1,0,0,normal
89054,1035.079712,552.8707275,-0.175672516,1.649999976,7501,7500,0,1,0,0,normal
90680,1074.955933,535.8361206,-0.139829621,1.699999809,7501,7500,0,1,0,0,normal
92337,1136.768433,509.022583,-0.138631821,1.724999905,7501,7500,0,1,0,0,normal
93940,1151.207275,524.8137207,-0.140207276,1.749999762,7501,7500,0,1,0,0,normal
95561,1244.553711,460.4781189,-0.166617379,1.849999785,7501,7500,0,1,0,0,normal
97173,1241.656372,483.8629761,-0.164417267,1.874999881,7501,7500,0,1,0,0,normal
98827,1291.625366,469.7499695,-0.132964119,1.899999857,7501,7500,0,1,0,0,normal
100413,1329.352539,455.878418,-0.125744805,1.924999952,7501,7500,0,1,0,0,normal
101974,1393.50708,434.3406372,-0.136314854,1.999999881,7501,7500,0,1,0,0,normal
103523,1371.148438,483.5853271,-0.146059036,2.024999619,7501,7500,0,1,0,0,normal
105108,1474.201172,419.3100891,-0.121683113,2.124999762,7501,7500,0,1,0,0,normal
106774,1450.164429,459.4639893,-0.150931999,2.099999905,7501,7500,0,1,0,0,normal
108372,1560.0625,445.2664795,-0.154144645,2.224999666,7501,7500,0,1,0,0,normal
109938,1504.721069,481.6657104,-0.14102602,2.149999857,7501,7500,0,1,0,0,normal
111532,1620.365845,390.6373901,-0.183392033,2.299999714,7501,7500,0,1,0,0,normal
113118,1672.025024,413.454834,-0.176308617,2.374999762,7501,7500,0,1,0,0,normal
114738,1722.827026,385.6271667,-0.1990242,2.449999809,7501,7500,0,1,0,0,normal
116330,1658.32251,459.4398804,-0.158913612,2.349999905,7501,7500,0,1,0,0,normal
117922,1776.309204,377.2849121,-0.122711182,2.499999762,7501,7500,0,1,0,0,normal
119510,1790.941528,402.8911743,-0.188367829,2.499999762,7501,7500,0,1,0,0,normal
121096,1848.117798,344.0728455,-0.176267624,2.599999666,7501,7500,0,1,0,0,normal
122726,1915.097534,341.1512451,-0.179817185,2.674999714,7501,7500,0,1,0,0,normal
124346,1896.082886,343.3726196,-0.165967926,2.649999857,7501,7500,0,1,0,0,normal
125919,1887.909546,391.1564636,-0.16342926,2.649999857,7501,7500,0,1,0,0,normal
127512,2003.288452,340.8011475,-0.165094376,2.799999714,7501,7500,0,1,0,0,normal
129218,2061.189453,313.5771179,-0.138746262,2.849999666,7501,7500,0,1,0,0,normal
130988,1994.379028,352.8738708,-0.140581131,2.824999809,7501,7500,0,1,0,0,normal
132591,2105.544678,312.2249756,-0.186893463,2.899999857,7501,7500,0,1,0,0,normal
134161,2154.692871,303.6412659,-0.161392197,2.974999666,7501,7500,0,1,0,0,normal
136388,2128.301758,316.4745789,-0.195030212,2.924999952,7501,7500,0,1,0,0,normal
138441,2277.750244,258.3805847,-0.154632568,3.149999619,7501,7500,0,1,0,0,normal
140045,2269.250977,281.3549805,-0.119564049,3.149999619,7501,7500,0,1,0,0,normal
141664,2280.985596,287.1499329,-0.211544037,3.174999714,7501,7500,0,1,0,0,normal
143248,2318.133301,271.8658142,-0.123199463,3.199999571,7501,7500,0,1,0,0,normal
