frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
696,0,0,-142.0622559,0,7501,7500,-1,0,0,0,normal
2296,0,0,-143.3301239,0,7501,7500,-1,0,0,0,normal
3881,0,0,-147.16922,0,7501,7500,-1,0,0,0,normal
5500,0,0,-147.782196,0,7501,7500,-1,0,0,0,normal
7101,0,0,-151.4644165,0,7501,7500,-1,0,0,0,normal
8710,0,0,-153.2065735,0,7501,7500,-1,0,0,0,normal
10282,0,0,143.4553986,0,7501,7500,-1,0,0,0,normal
12231,0,0,138.658783,0,7501,7500,-1,0,0,0,normal
14463,0,0,135.6486664,0,7501,7500,-1,0,0,0,normal
16103,0,0,130.4936218,0,7501,7500,-1,0,0,0,normal
18023,0,0,129.2471161,0,7501,7500,-1,0,0,0,normal
19658,0,0,129.4491425,0,7501,7500,-1,0,0,0,normal
21272,0,0,127.0881119,0,7501,7500,-1,0,0,0,normal
22924,0,0,123.4278946,0,7501,7500,-1,0,0,0,normal
24507,0,0,120.3771973,0,7501,7500,-1,0,0,0,normal
26137,0,0,119.3854752,0,7501,7500,-1,0,0,0,normal
27733,0,0,116.4617233,0,7501,7500,-1,0,0,0,normal
29366,0,0,114.3714447,0,7501,7500,-1,0,0,0,normal
30968,0,0,111.3913879,0,7502,7500,1,0,0,0,normal
32580,0,0,105.6687775,0,7502,7500,1,0,0,0,normal
34155,0,0,102.5876312,0,7502,7500,1,0,0,0,normal
35755,0,0,98.99229431,0,7502,7500,1,0,0,0,normal
37333,0,0,93.40565491,0,7502,7500,1,0,0,0,normal
38921,0,0,86.76560974,0,7502,7500,1,0,0,0,normal
40576,0,0,82.26557922,0,7502,7500,1,0,0,0,normal
42163,0,0,78.39364624,0,7502,7500,1,0,0,0,normal
43783,0,0,75.55799866,0,7502,7500,1,0,0,0,normal
45369,0,0,69.07421112,0,7502,7500,1,0,0,0,normal
46943,0,0,63.92990112,0,7502,7500,1,0,0,0,normal
48526,0,0,59.78142166,0,7502,7500,1,0,0,0,normal
50161,0,0,56.02547455,0,7502,7500,1,0,0,0,normal
51774,0,0,50.0471077,0,7502,7500,1,0,0,0,normal
53412,0,0,45.37587357,0,7502,7500,1,0,0,0,normal
55064,0,0,39.32186127,0,7502,7500,1,0,0,0,normal
56648,0,0,35.81471252,0,7502,7500,1,0,0,0,normal
58246,0,0,32.36525726,0,7502,7500,1,0,0,0,normal
59842,0,0,27.16014481,0,7502,7500,1,0,0,0,normal
61795,0,0,20.34519196,0,7502,7500,1,0,0,0,normal
64063,0,0,15.6209774,0,7502,7500,1,0,0,0,normal
66002,0,0,11.86857033,0,7502,7500,1,0,0,0,normal
67622,0,0,9.035938263,0,7502,7500,1,0,0,0,normal
69226,0,0,-0.117641442,0,7500,7500,0,1,0,0,normal
