frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
1076,0,0,-81.22530365,0,7501,7500,-1,0,0,0,normal
2849,0,0,-83.5689621,0,7501,7500,-1,0,0,0,normal
4432,0,0,103.8189926,0,7501,7500,-1,0,0,0,normal
6051,0,0,96.04997253,0,7501,7500,-1,0,0,0,normal
7700,0,0,95.9024353,0,7501,7500,-1,0,0,0,normal
9433,0,0,93.63936615,0,7501,7500,-1,0,0,0,normal
11505,0,0,91.07124329,0,7501,7500,-1,0,0,0,normal
13456,0,0,88.52568817,0,7501,7500,-1,0,0,0,normal
15062,0,0,87.57239532,0,7501,7500,-1,0,0,0,normal
16775,0,0,87.99520874,0,7501,7500,-1,0,0,0,normal
18375,0,0,115.1158524,0,7501,7500,-1,0,0,0,normal
19947,0,0,111.6635361,0,7501,7500,-1,0,0,0,normal
21577,0,0,108.7190628,0,7501,7500,-1,0,0,0,normal
23197,0,0,105.7353973,0,7501,7500,-1,0,0,0,normal
24811,0,0,103.4248581,0,7501,7500,-1,0,0,0,normal
26409,0,0,102.0602493,0,7501,7500,-1,0,0,0,normal
28012,0,0,100.7720566,0,7501,7500,-1,0,0,0,normal
29627,0,0,98.1759491,0,7501,7500,-1,0,0,0,normal
31273,0,0,95.28206635,0,7501,7500,-1,0,0,0,normal
32903,0,0,93.06406403,0,7501,7500,-1,0,0,0,normal
34473,0,0,88.53762817,0,7501,7500,-1,0,0,0,normal
36102,0,0,85.27424622,0,7501,7500,-1,0,0,0,normal
37728,0,0,85.25330353,0,7501,7500,-1,0,0,0,normal
39321,0,0,81.73861694,0,7501,7500,-1,0,0,0,normal
40942,0,0,80.30228424,0,7501,7500,-1,0,0,0,normal
42551,0,0,79.3559494,0,7501,7500,-1,0,0,0,normal
44154,0,0,76.59950256,0,7501,7500,-1,0,0,0,normal
45878,0,0,72.69565582,0,7501,7500,-1,0,0,0,normal
47508,0,0,69.10758972,0,7501,7500,-1,0,0,0,normal
49135,0,0,67.18841553,0,7501,7500,-1,0,0,0,normal
50716,0,0,65.05239105,0,7501,7500,-1,0,0,0,normal
52474,0,0,63.52149963,0,7501,7500,-1,0,0,0,normal
54089,0,0,61.66176224,0,7501,7500,-1,0,0,0,normal
55728,0,0,61.89383316,0,7501,7500,-1,0,0,0,normal
57521,0,0,60.34251404,0,7501,7500,-1,0,0,0,normal
59227,0,0,56.98648834,0,7501,7500,-1,0,0,0,normal
61205,0,0,56.07244873,0,7501,7500,-1,0,0,0,normal
63114,0,0,51.94606781,0,7501,7500,-1,0,0,0,normal
64728,0,0,48.5819931,0,7501,7500,-1,0,0,0,normal
