frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
917,1024.733398,454.5383301,-0.151473999,1.549999952,7501,7500,-1,0,0,0,normal
2516,1117.524414,434.5579834,-0.095977776,1.674999833,7500,7501,-1,0,0,0,normal
4143,1007.372803,479.5047302,-0.133407593,1.549999952,7500,7501,-1,0,0,0,normal
5741,960.8323975,505.0506592,-0.079010002,1.524999857,7501,7500,-1,0,0,0,normal
7383,1077.998291,482.8730164,-0.124343865,1.649999976,7501,7500,-1,0,0,0,normal
8993,1087.173584,507.5858765,-0.102371208,1.699999809,7500,7501,-1,0,0,0,normal
10648,987.151001,553.5830078,-0.092926018,1.574999809,7500,7501,-1,0,0,0,normal
12277,985.8592529,567.4425659,-0.116241448,1.599999785,7501,7500,-1,0,0,0,normal
13899,1038.737793,522.8217163,-0.109924309,1.649999976,7500,7501,-1,0,0,0,normal
15526,1001.215759,568.2996826,-0.109817497,1.624999881,7501,7500,-1,0,0,0,normal
17195,1073.217529,562.1908569,-0.119247429,1.674999833,7500,7501,-1,0,0,0,normal
18824,990.0604858,576.2556152,-0.105041496,1.599999785,7501,7500,-1,0,0,0,normal
20446,1025.276611,571.3782349,-0.116630547,1.649999976,7500,7501,-1,0,0,0,normal
22061,1023.610596,551.2891846,-0.138755798,1.624999881,7501,7500,-1,0,0,0,normal
23697,1027.642822,545.3615112,-0.118583679,1.624999881,7501,7500,-1,0,0,0,normal
25305,1053.031982,537.81604,-0.110130303,1.674999833,7501,7500,-1,0,0,0,normal
26940,1123.138184,515.831604,-0.112716667,1.724999905,7500,7501,-1,0,0,0,normal
28591,992.7044678,567.4786987,-0.083427429,1.624999881,7500,7501,-1,0,0,0,normal
30232,984.4467163,558.5932007,-0.099212639,1.599999785,7501,7500,-1,0,0,0,normal
31860,0,0,-53.90302658,0,7501,7500,-1,0,0,0,normal
33464,0,0,-61.04912186,0,7501,7500,-1,0,0,0,normal
35098,0,0,-64.72122192,0,7501,7500,-1,0,0,0,normal
36751,0,0,-66.77964783,0,7501,7500,-1,0,0,0,normal
38415,0,0,-68.13212585,0,7501,7500,-1,0,0,0,normal
40051,0,0,-69.83604431,0,7501,7500,-1,0,0,0,normal
41678,0,0,-71.98449707,0,7501,7500,-1,0,0,0,normal
43355,0,0,-76.3853302,0,7501,7500,-1,0,0,0,normal
44992,0,0,-79.34033203,0,7501,7500,-1,0,0,0,normal
46641,0,0,-81.03661346,0,7501,7500,-1,0,0,0,normal
48277,0,0,-83.95281982,0,7501,7500,-1,0,0,0,normal
49925,0,0,-86.65968323,0,7501,7500,-1,0,0,0,normal
51599,0,0,-88.78344727,0,7501,7500,-1,0,0,0,normal
53247,0,0,-90.7219696,0,7502,7500,1,0,0,0,normal
54931,0,0,-94.96823883,0,7502,7500,1,0,0,0,normal
56561,0,0,-100.5177917,0,7502,7500,1,0,0,0,normal
58184,0,0,-103.5524673,0,7502,7500,1,0,0,0,normal
59835,0,0,-109.8168716,0,7502,7500,1,0,0,0,normal
61475,0,0,-113.8016815,0,7502,7500,1,0,0,0,normal
63096,0,0,-118.5934677,0,7502,7500,1,0,0,0,normal
64757,0,0,-123.3140488,0,7502,7500,1,0,0,0,normal
66381,0,0,-129.0384369,0,7502,7500,1,0,0,0,normal
68029,0,0,-132.1520386,0,7502,7500,1,0,0,0,normal
69678,0,0,-137.4662323,0,7502,7500,1,0,0,0,normal
71331,0,0,-142.4732056,0,7502,7500,1,0,0,0,normal
72969,0,0,-147.1097565,0,7502,7500,1,0,0,0,normal
74594,0,0,-150.7259674,0,7502,7500,1,0,0,0,normal
76248,0,0,-156.7590027,0,7502,7500,1,0,0,0,normal
77864,0,0,-160.7019043,0,7502,7500,1,0,0,0,normal
79514,0,0,-165.7179413,0,7502,7500,1,0,0,0,normal
81163,0,0,-170.2357025,0,7502,7500,1,0,0,0,normal
82752,0,0,-175.9592438,0,7502,7500,1,0,0,0,normal
84380,0,0,-179.3014984,0,7502,7500,1,0,0,0,normal
86020,0,0,176.677597,0,7502,7500,1,0,0,0,normal
87673,0,0,171.7547913,0,7502,7500,1,0,0,0,normal
89315,0,0,166.3041077,0,7502,7500,1,0,0,0,normal
90938,0,0,161.8193207,0,7502,7500,1,0,0,0,normal
92585,0,0,156.756424,0,7502,7500,1,0,0,0,normal
94228,0,0,151.9446564,0,7502,7500,1,0,0,0,normal
95876,0,0,147.9004364,0,7502,7500,1,0,0,0,normal
97527,0,0,143.2847748,0,7502,7500,1,0,0,0,normal
99174,0,0,137.6308289,0,7502,7500,1,0,0,0,normal
100808,0,0,134.3722839,0,7502,7500,1,0,0,0,normal
102442,0,0,129.4473114,0,7502,7500,1,0,0,0,normal
104075,0,0,123.565918,0,7502,7500,1,0,0,0,normal
105721,0,0,119.5502701,0,7502,7500,1,0,0,0,normal
107342,0,0,115.2411575,0,7502,7500,1,0,0,0,normal
108984,0,0,109.6163101,0,7502,7500,1,0,0,0,normal
110616,0,0,105.6603317,0,7502,7500,1,0,0,0,normal
112279,0,0,100.936615,0,7502,7500,1,0,0,0,normal
113897,0,0,96.28417969,0,7502,7500,1,0,0,0,normal
115551,0,0,91.71465302,0,7502,7500,1,0,0,0,normal
117221,0,0,87.16246033,0,7502,7500,1,0,0,0,normal
118859,0,0,82.61174774,0,7502,7500,1,0,0,0,normal
120511,0,0,76.61147308,0,7502,7500,1,0,0,0,normal
122135,0,0,72.66668701,0,7502,7500,1,0,0,0,normal
123796,0,0,68.06578827,0,7502,7500,1,0,0,0,normal
125448,0,0,62.54749298,0,7502,7500,1,0,0,0,normal
127101,0,0,57.81349182,0,7502,7500,1,0,0,0,normal
128732,0,0,53.99032211,0,7502,7500,1,0,0,0,normal
130381,0,0,48.6605072,0,7502,7500,1,0,0,0,normal
132014,0,0,44.82659531,0,7502,7500,1,0,0,0,normal
133662,0,0,35.57751846,0,7502,7500,1,0,0,0,normal
135364,0,0,30.33019829,0,7502,7500,1,0,0,0,normal
137060,0,0,25.57299042,0,7502,7500,1,0,0,0,normal
138701,0,0,21.10288811,0,7502,7500,1,0,0,0,normal
140365,0,0,16.03404999,0,7502,7500,1,0,0,0,normal
142009,0,0,11.02728939,0,7502,7500,1,0,0,0,normal
143643,0,0,7.443259239,0,7502,7500,1,0,0,0,normal
145272,0,0,-0.09756469,0,7502,7500,1,0,0,0,normal
146881,118.0109482,288.9608154,-0.110275269,0.574999928,7501,7500,0,1,0,0,normal
148547,144.7761841,416.7627258,-0.120323166,0.699999928,7501,7500,0,1,0,0,normal
150173,143.8707275,469.3153381,-0.120872483,0.774999976,7501,7500,0,1,0,0,normal
151814,233.5349121,464.776001,-0.100822441,0.824999988,7501,7500,0,1,0,0,normal
153471,246.2837219,527.2885742,-0.110458374,0.924999893,7501,7500,0,1,0,0,normal
155112,250.5695343,564.6779175,-0.160243988,0.974999905,7501,7500,0,1,0,0,normal
156747,305.1382751,578.0543823,-0.099380486,0.99999994,7501,7500,0,1,0,0,normal
158385,361.4938049,595.6685791,-0.105064392,1.049999952,7501,7500,0,1,0,0,normal
160032,428.4612427,587.5073853,-0.157756805,1.074999928,7501,7500,0,1,0,0,normal
161693,427.0849304,595.5478516,-0.107265472,1.149999857,7501,7500,0,1,0,0,normal
163323,487.2433472,602.5379639,-0.150882721,1.174999952,7501,7500,0,1,0,0,normal
164982,537.9608765,597.6001587,-0.082294464,1.199999809,7501,7500,0,1,0,0,normal
166631,578.0423584,602.8276978,-0.142215714,1.199999809,7501,7500,0,1,0,0,normal
168296,599.0368652,583.8493652,-0.111831665,1.224999905,7501,7500,0,1,0,0,normal
