frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
684,0,0,-74.39001465,0,7500,7501,-1,0,0,0,normal
2269,0,0,-69.69114685,0,7500,7501,-1,0,0,0,normal
3886,0,0,-68.77944946,0,7500,7501,-1,0,0,0,normal
5486,0,0,-67.19744873,0,7500,7501,-1,0,0,0,normal
7105,0,0,-63.18489838,0,7500,7501,-1,0,0,0,normal
8731,0,0,-60.38599396,0,7500,7501,-1,0,0,0,normal
10300,0,0,-57.83522415,0,7500,7501,-1,0,0,0,normal
11920,0,0,-55.55268097,0,7500,7501,-1,0,0,0,normal
13533,0,0,-54.5995369,0,7500,7501,-1,0,0,0,normal
15463,0,0,-50.6578598,0,7502,7501,1,0,0,0,normal
17318,0,0,-54.18095398,0,7502,7501,1,0,0,0,normal
19053,0,0,-53.69309616,0,7502,7501,1,0,0,0,normal
21039,0,0,-58.2374649,0,7502,7501,1,0,0,0,normal
22925,0,0,-61.62574005,0,7502,7501,1,0,0,0,normal
24540,0,0,-64.68538666,0,7502,7501,1,0,0,0,normal
26134,0,0,-65.24044037,0,7502,7501,1,0,0,0,normal
27742,0,0,-69.60733032,0,7502,7501,1,0,0,0,normal
29374,0,0,-72.33230591,0,7502,7501,1,0,0,0,normal
30973,0,0,-73.61552429,0,7502,7501,1,0,0,0,normal
32542,0,0,-75.9520874,0,7502,7501,1,0,0,0,normal
34157,0,0,-77.24295044,0,7502,7501,1,0,0,0,normal
35736,0,0,-79.48970795,0,7502,7501,1,0,0,0,normal
37376,0,0,-82.46630096,0,7502,7501,1,0,0,0,normal
38988,0,0,-83.43486786,0,7502,7501,1,0,0,0,normal
40577,0,0,-87.17742157,0,7502,7501,1,0,0,0,normal
42208,0,0,-88.76351929,0,7502,7501,1,0,0,0,normal
43782,0,0,-90.97796631,0,7502,7501,1,0,0,0,normal
45379,0,0,-92.36773682,0,7502,7501,1,0,0,0,normal
46992,0,0,-95.55284882,0,7502,7501,1,0,0,0,normal
48574,0,0,-99.78125,0,7502,7501,1,0,0,0,normal
50179,0,0,-99.47137451,0,7502,7501,1,0,0,0,normal
51767,0,0,-102.060936,0,7502,7501,1,0,0,0,normal
53387,0,0,-104.2520981,0,7502,7501,1,0,0,0,normal
54961,0,0,-106.2283783,0,7502,7501,1,0,0,0,normal
56586,0,0,-109.0949249,0,7502,7501,1,0,0,0,normal
58299,0,0,-110.6453934,0,7502,7501,1,0,0,0,normal
59904,0,0,-115.5428085,0,7502,7501,1,0,0,0,normal
61514,0,0,-116.7681961,0,7502,7501,1,0,0,0,normal
63138,0,0,-117.9663925,0,7502,7501,1,0,0,0,normal
65016,0,0,-122.6352386,0,7502,7501,1,0,0,0,normal
66778,0,0,-122.3881607,0,7502,7501,1,0,0,0,normal
68688,0,0,-125.6247177,0,7502,7501,1,0,0,0,normal
70834,0,0,-129.2631073,0,7502,7501,1,0,0,0,normal
72488,0,0,-130.6107483,0,7502,7501,1,0,0,0,normal
74080,0,0,-133.2345123,0,7502,7501,1,0,0,0,normal
75667,0,0,-133.7982635,0,7502,7501,1,0,0,0,normal
77267,0,0,-136.9440155,0,7502,7501,1,0,0,0,normal
78875,0,0,-140.3024445,0,7502,7501,1,0,0,0,normal
80457,0,0,-141.3980865,0,7502,7501,1,0,0,0,normal
82070,0,0,-145.3961945,0,7502,7501,1,0,0,0,normal
83647,0,0,-145.424118,0,7502,7501,1,0,0,0,normal
85236,0,0,-147.3919067,0,7502,7501,1,0,0,0,normal
86830,0,0,-150.8312378,0,7502,7501,1,0,0,0,normal
88418,0,0,-151.9009857,0,7502,7501,1,0,0,0,normal
90049,0,0,-155.0391235,0,7502,7501,1,0,0,0,normal
91609,0,0,-156.4110107,0,7502,7501,1,0,0,0,normal
93223,0,0,-159.1692963,0,7502,7501,1,0,0,0,normal
94851,0,0,-162.2081757,0,7502,7501,1,0,0,0,normal
96420,0,0,-163.9824219,0,7502,7501,1,0,0,0,normal
98052,0,0,-168.1582794,0,7502,7501,1,0,0,0,normal
99635,0,0,-169.1001892,0,7502,7501,1,0,0,0,normal
101219,0,0,-172.1443787,0,7502,7501,1,0,0,0,normal
102862,0,0,-175.0211334,0,7502,7501,1,0,0,0,normal
104470,0,0,-174.968689,0,7502,7501,1,0,0,0,normal
106072,0,0,-179.8218079,0,7502,7501,1,0,0,0,normal
107707,0,0,176.5757141,0,7502,7501,1,0,0,0,normal
109302,0,0,174.4584045,0,7502,7501,1,0,0,0,normal
110956,0,0,173.1174011,0,7502,7501,1,0,0,0,normal
112701,0,0,169.6226654,0,7502,7501,1,0,0,0,normal
114628,0,0,168.8692474,0,7502,7501,1,0,0,0,normal
116381,0,0,165.1754913,0,7502,7501,1,0,0,0,normal
118164,0,0,162.9416809,0,7502,7501,1,0,0,0,normal
120215,0,0,162.0601501,0,7502,7501,1,0,0,0,normal
121776,0,0,157.5781555,0,7502,7501,1,0,0,0,normal
123427,0,0,157.3748627,0,7502,7501,1,0,0,0,normal
125016,0,0,153.9131012,0,7502,7501,1,0,0,0,normal
126615,0,0,152.3818665,0,7502,7501,1,0,0,0,normal
128239,0,0,150.8762817,0,7502,7501,1,0,0,0,normal
129835,0,0,146.3982391,0,7502,7501,1,0,0,0,normal
131447,0,0,146.0345917,0,7502,7501,1,0,0,0,normal
133024,0,0,142.2406464,0,7502,7501,1,0,0,0,normal
134658,0,0,140.2192078,0,7502,7501,1,0,0,0,normal
136224,0,0,139.9610596,0,7502,7501,1,0,0,0,normal
137814,0,0,134.8173676,0,7502,7501,1,0,0,0,normal
139431,0,0,134.8508911,0,7502,7501,1,0,0,0,normal
141007,0,0,131.7831726,0,7502,7501,1,0,0,0,normal
142635,0,0,129.3905182,0,7502,7501,1,0,0,0,normal
144204,0,0,127.372612,0,7502,7501,1,0,0,0,normal
145810,0,0,124.0440979,0,7502,7501,1,0,0,0,normal
147402,0,0,123.3806534,0,7502,7501,1,0,0,0,normal
148964,0,0,120.6168213,0,7502,7501,1,0,0,0,normal
150578,0,0,117.671936,0,7502,7501,1,0,0,0,normal
152170,0,0,116.4226532,0,7502,7501,1,0,0,0,normal
153748,0,0,112.1248932,0,7502,7501,1,0,0,0,normal
155325,0,0,112.108429,0,7502,7501,1,0,0,0,normal
156951,0,0,106.8707581,0,7502,7501,1,0,0,0,normal
158573,0,0,106.00177,0,7502,7501,1,0,0,0,normal
160197,0,0,105.3402405,0,7502,7501,1,0,0,0,normal
161966,0,0,100.8853073,0,7502,7501,1,0,0,0,normal
163896,0,0,99.79817963,0,7502,7501,1,0,0,0,normal
165661,0,0,98.77183533,0,7502,7501,1,0,0,0,normal
167699,0,0,95.35409546,0,7502,7501,1,0,0,0,normal
169608,0,0,93.48600769,0,7502,7501,1,0,0,0,normal
171242,0,0,88.36301422,0,7502,7501,1,0,0,0,normal
172795,0,0,89.1960907,0,7502,7501,1,0,0,0,normal
174393,0,0,86.15367889,0,7502,7501,1,0,0,0,normal
175986,0,0,84.49346924,0,7502,7501,1,0,0,0,normal
177581,0,0,81.87248993,0,7502,7501,1,0,0,0,normal
179171,0,0,77.64767456,0,7502,7501,1,0,0,0,normal
180749,0,0,77.60205841,0,7502,7501,1,0,0,0,normal
182371,0,0,74.98616791,0,7502,7501,1,0,0,0,normal
183969,0,0,72.16671753,0,7502,7501,1,0,0,0,normal
185545,0,0,71.29912567,0,7502,7501,1,0,0,0,normal
187183,0,0,66.38489532,0,7502,7501,1,0,0,0,normal
188771,0,0,66.36460114,0,7502,7501,1,0,0,0,normal
190354,0,0,63.59178543,0,7502,7501,1,0,0,0,normal
191979,0,0,60.6377449,0,7502,7501,1,0,0,0,normal
193580,0,0,59.0868187,0,7502,7501,1,0,0,0,normal
