frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
1099,0,0,-134.9273834,0,7500,7500,-1,0,0,0,normal
2739,0,0,-134.166626,0,7500,7500,-1,0,0,0,normal
4400,0,0,-133.809021,0,7500,7500,-1,0,0,0,normal
6017,0,0,-133.4178619,0,7500,7500,-1,0,0,0,normal
7655,0,0,-134.193634,0,7500,7500,-1,0,0,0,normal
9304,0,0,-133.901123,0,7500,7500,-1,0,0,0,normal
10916,0,0,-134.4496155,0,7500,7500,-1,0,0,0,normal
12567,0,0,-134.0134277,0,7500,7500,-1,0,0,0,normal
14208,0,0,-133.9988556,0,7500,7500,-1,0,0,0,normal
15832,0,0,-133.7848053,0,7500,7500,-1,0,0,0,normal
17475,0,0,-133.6562042,0,7500,7500,-1,0,0,0,normal
19148,0,0,-133.9689636,0,7500,7500,-1,0,0,0,normal
20793,0,0,-133.3149872,0,7500,7500,-1,0,0,0,normal
22421,0,0,-132.8461151,0,7500,7500,-1,0,0,0,normal
24062,0,0,-131.3082581,0,7502,7500,1,0,0,0,normal
25685,0,0,-137.7588806,0,7502,7500,1,0,0,0,normal
27322,0,0,-142.11026,0,7502,7500,1,0,0,0,normal
28976,0,0,-147.1578522,0,7502,7500,1,0,0,0,normal
30620,0,0,-151.6647644,0,7502,7500,1,0,0,0,normal
32248,0,0,-155.8014984,0,7502,7500,1,0,0,0,normal
33890,0,0,-161.0989227,0,7502,7500,1,0,0,0,normal
35540,0,0,-166.3239136,0,7502,7500,1,0,0,0,normal
37157,0,0,-170.3470306,0,7502,7500,1,0,0,0,normal
38816,0,0,-175.5931244,0,7502,7500,1,0,0,0,normal
40416,0,0,-179.1926117,0,7502,7500,1,0,0,0,normal
42046,0,0,176.4367371,0,7502,7500,1,0,0,0,normal
43686,0,0,170.5400696,0,7502,7500,1,0,0,0,normal
45341,0,0,165.5320129,0,7502,7500,1,0,0,0,normal
47012,0,0,161.494339,0,7502,7500,1,0,0,0,normal
48627,0,0,156.2948456,0,7502,7500,1,0,0,0,normal
50255,0,0,152.4959412,0,7502,7500,1,0,0,0,normal
51931,0,0,147.1664276,0,7502,7500,1,0,0,0,normal
53554,0,0,142.3240967,0,7502,7500,1,0,0,0,normal
