frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
1275,0,0,-134.7408752,0,7501,7500,-1,0,0,0,normal
3035,0,0,-137.050293,0,7501,7500,-1,0,0,0,normal
4644,0,0,-138.8471985,0,7501,7500,-1,0,0,0,normal
6292,0,0,-141.3297729,0,7501,7500,-1,0,0,0,normal
8050,0,0,-144.4960175,0,7501,7500,-1,0,0,0,normal
9678,0,0,-145.6823425,0,7501,7500,-1,0,0,0,normal
11291,0,0,-147.9100647,0,7501,7500,-1,0,0,0,normal
13351,0,0,-151.2703857,0,7501,7500,-1,0,0,0,normal
15435,0,0,-152.5531616,0,7501,7500,-1,0,0,0,normal
17075,0,0,-155.1802673,0,7501,7500,-1,0,0,0,normal
18710,0,0,-157.4183197,0,7501,7500,-1,0,0,0,normal
20328,0,0,-90.99401855,0,7501,7500,-1,0,0,0,normal
21912,0,0,-82.15480804,0,7501,7500,-1,0,0,0,normal
23537,0,0,-84.16751862,0,7501,7500,-1,0,0,0,normal
25143,0,0,-97.23573303,0,7501,7500,-1,0,0,0,normal
26750,0,0,-106.3185501,0,7501,7500,-1,0,0,0,normal
28353,0,0,-112.7088165,0,7501,7500,-1,0,0,0,normal
29956,0,0,-115.7868042,0,7501,7500,-1,0,0,0,normal
31518,0,0,-119.4270706,0,7501,7500,-1,0,0,0,normal
33147,0,0,-121.2335815,0,7501,7500,-1,0,0,0,normal
34753,0,0,-121.0783386,0,7501,7500,-1,0,0,0,normal
36336,0,0,-124.0600586,0,7501,7500,-1,0,0,0,normal
37943,0,0,-126.3949966,0,7501,7500,-1,0,0,0,normal
39586,0,0,-128.0835876,0,7501,7500,-1,0,0,0,normal
41207,0,0,-130.8839874,0,7501,7500,-1,0,0,0,normal
42846,0,0,-134.4829559,0,7501,7500,-1,0,0,0,normal
44440,0,0,-136.0856171,0,7501,7500,-1,0,0,0,normal
46067,0,0,-136.2279816,0,7502,7500,1,0,0,0,normal
47660,0,0,-140.2540894,0,7502,7500,1,0,0,0,normal
49290,0,0,-145.1685486,0,7502,7500,1,0,0,0,normal
51026,0,0,-150.1560822,0,7502,7500,1,0,0,0,normal
52606,0,0,-155.2594604,0,7502,7500,1,0,0,0,normal
54210,0,0,-162.4781189,0,7502,7500,1,0,0,0,normal
55961,0,0,-167.6950684,0,7502,7500,1,0,0,0,normal
57571,0,0,-171.3955383,0,7502,7500,1,0,0,0,normal
59193,0,0,-173.3909454,0,7502,7500,1,0,0,0,normal
60997,0,0,-179.4212799,0,7502,7500,1,0,0,0,normal
63043,0,0,176.5296478,0,7502,7500,1,0,0,0,normal
64993,0,0,171.9033356,0,7502,7500,1,0,0,0,normal
66597,0,0,167.7686768,0,7502,7500,1,0,0,0,normal
68230,0,0,160.9259186,0,7502,7500,1,0,0,0,normal
69834,0,0,155.9893494,0,7502,7500,1,0,0,0,normal
71432,0,0,151.2283478,0,7502,7500,1,0,0,0,normal
73001,0,0,148.2569275,0,7502,7500,1,0,0,0,normal
74627,0,0,144.4061279,0,7502,7500,1,0,0,0,normal
76243,0,0,133.303772,0,7502,7500,1,0,0,0,normal
77828,0,0,128.2691345,0,7502,7500,1,0,0,0,normal
79442,0,0,124.1590042,0,7502,7500,1,0,0,0,normal
81081,0,0,119.272522,0,7502,7500,1,0,0,0,normal
82677,0,0,113.8970566,0,7502,7500,1,0,0,0,normal
84284,0,0,109.5773849,0,7502,7500,1,0,0,0,normal
85900,0,0,107.7192459,0,7502,7500,1,0,0,0,normal
87530,0,0,103.7608337,0,7502,7500,1,0,0,0,normal
89102,0,0,98.83410645,0,7502,7500,1,0,0,0,normal
90847,0,0,91.70162964,0,7502,7500,1,0,0,0,normal
92454,0,0,86.69415283,0,7502,7500,1,0,0,0,normal
94113,0,0,82.67259216,0,7502,7500,1,0,0,0,normal
95716,0,0,78.97505188,0,7502,7500,1,0,0,0,normal
97327,0,0,72.24460602,0,7502,7500,1,0,0,0,normal
98941,0,0,67.71710205,0,7502,7500,1,0,0,0,normal
100675,0,0,63.19456482,0,7502,7500,1,0,0,0,normal
102267,0,0,59.03586197,0,7502,7500,1,0,0,0,normal
103842,0,0,53.65512848,0,7502,7500,1,0,0,0,normal
105615,0,0,48.22235107,0,7502,7500,1,0,0,0,normal
107236,0,0,42.61277008,0,7502,7500,1,0,0,0,normal
108808,0,0,39.03455353,0,7502,7500,1,0,0,0,normal
110902,0,0,36.37358475,0,7502,7500,1,0,0,0,normal
112975,0,0,32.93524551,0,7502,7500,1,0,0,0,normal
114579,0,0,27.92094421,0,7502,7500,1,0,0,0,normal
116198,0,0,22.59100151,0,7502,7500,1,0,0,0,normal
117800,0,0,15.8161993,0,7502,7500,1,0,0,0,normal
119400,0,0,11.03526974,0,7502,7500,1,0,0,0,normal
120982,0,0,6.274116516,0,7502,7500,1,0,0,0,normal
122677,-32.76538849,409.7846985,-0.169441208,0.649999917,7501,7500,0,1,0,0,normal
124306,56.88671112,773.1739502,-0.136619553,1.174999952,7501,7500,0,1,0,0,normal
125893,35.53004837,1022.596558,-0.102676384,1.524999857,7501,7500,0,1,0,0,normal
127529,83.21734619,1115.954956,-0.087379456,1.699999809,7501,7500,0,1,0,0,normal
