,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,693,0.0,0.0,-59.84584427,0.0,7501,7500,-1,0,0,0,normal
1,2793,0.0,0.0,-64.72515106,0.0,7501,7500,-1,0,0,0,normal
2,4830,0.0,0.0,-64.94765472,0.0,7501,7500,-1,0,0,0,normal
3,6408,0.0,0.0,-69.9252243,0.0,7501,7500,-1,0,0,0,normal
4,8018,0.0,0.0,-70.53533173,0.0,7501,7500,-1,0,0,0,normal
5,9639,0.0,0.0,-72.18041992,0.0,7501,7500,-1,0,0,0,normal
6,11212,0.0,0.0,-77.15697479,0.0,7501,7500,-1,0,0,0,normal
7,12817,0.0,0.0,-78.77721405,0.0,7501,7500,-1,0,0,0,normal
8,14394,0.0,0.0,-83.58441925,0.0,7501,7500,-1,0,0,0,normal
9,16003,0.0,0.0,-86.2062149,0.0,7501,7500,-1,0,0,0,normal
10,17667,0.0,0.0,-86.83677673,0.0,7501,7500,-1,0,0,0,normal
11,19258,0.0,0.0,-91.09811401,0.0,7501,7500,-1,0,0,0,normal
12,20859,0.0,0.0,-91.1438446,0.0,7501,7500,-1,0,0,0,normal
13,22460,0.0,0.0,-94.61945343,0.0,7501,7500,-1,0,0,0,normal
14,24063,0.0,0.0,-96.27317047,0.0,7501,7500,-1,0,0,0,normal
15,25707,0.0,0.0,-97.34558868,0.0,7501,7500,-1,0,0,0,normal
16,27312,0.0,0.0,-100.4192276,0.0,7501,7500,-1,0,0,0,normal
17,28951,0.0,0.0,-100.4417572,0.0,7501,7500,-1,0,0,0,normal
18,30551,0.0,0.0,-106.2387543,0.0,7501,7500,-1,0,0,0,normal
19,32177,0.0,0.0,-107.9936676,0.0,7501,7500,-1,0,0,0,normal
20,33775,0.0,0.0,-109.7466965,0.0,7501,7500,-1,0,0,0,normal
21,35375,0.0,0.0,-114.6169357,0.0,7501,7500,-1,0,0,0,normal
22,36957,0.0,0.0,-114.9446182,0.0,7501,7500,-1,0,0,0,normal
23,38663,0.0,0.0,-119.1423721,0.0,7501,7500,-1,0,0,0,normal
24,40281,0.0,0.0,-121.0797043,0.0,7501,7500,-1,0,0,0,normal
25,41910,0.0,0.0,-125.1279297,0.0,7501,7500,-1,0,0,0,normal
26,43684,0.0,0.0,-123.9146652,0.0,7501,7500,-1,0,0,0,normal
27,45261,0.0,0.0,-126.096756,0.0,7501,7500,-1,0,0,0,normal
28,46845,0.0,0.0,-127.9373398,0.0,7501,7500,-1,0,0,0,normal
29,48599,0.0,0.0,-130.3227844,0.0,7501,7500,-1,0,0,0,normal
30,50592,0.0,0.0,-134.7735138,0.0,7501,7500,-1,0,0,0,normal
31,52313,0.0,0.0,-135.3504333,0.0,7501,7500,-1,0,0,0,normal
32,54367,0.0,0.0,-137.5788269,0.0,7501,7500,-1,0,0,0,normal
33,55958,0.0,0.0,-138.9542847,0.0,7501,7500,-1,0,0,0,normal
34,57598,0.0,0.0,-140.2450867,0.0,7501,7500,-1,0,0,0,normal
35,59267,0.0,0.0,-145.9853668,0.0,7501,7500,-1,0,0,0,normal
36,60849,0.0,0.0,-146.8942413,0.0,7501,7500,-1,0,0,0,normal
37,62474,0.0,0.0,-150.8121796,0.0,7501,7500,-1,0,0,0,normal
38,64082,0.0,0.0,-152.9894104,0.0,7501,7500,-1,0,0,0,normal
39,65728,0.0,0.0,-154.5200958,0.0,7501,7500,-1,0,0,0,normal
40,67339,0.0,0.0,-157.3895721,0.0,7501,7500,-1,0,0,0,normal
41,68970,0.0,0.0,-158.1452332,0.0,7501,7500,-1,0,0,0,normal
42,70548,0.0,0.0,-160.2371521,0.0,7501,7500,-1,0,0,0,normal
43,72129,0.0,0.0,-163.2131958,0.0,7501,7500,-1,0,0,0,normal
44,73733,0.0,0.0,-164.0849457,0.0,7501,7500,-1,0,0,0,normal
45,75345,0.0,0.0,-164.7189178,0.0,7501,7500,-1,0,0,0,normal
46,76923,0.0,0.0,-168.9409637,0.0,7501,7500,-1,0,0,0,normal
47,78490,0.0,0.0,-172.3521271,0.0,7501,7500,-1,0,0,0,normal
48,80074,0.0,0.0,-173.2614288,0.0,7501,7500,-1,0,0,0,normal
49,81707,0.0,0.0,-178.7136688,0.0,7501,7500,-1,0,0,0,normal
50,83383,0.0,0.0,179.9694061,0.0,7501,7500,-1,0,0,0,normal
51,85007,0.0,0.0,176.9919281,0.0,7501,7500,-1,0,0,0,normal
52,86604,0.0,0.0,174.0659637,0.0,7501,7500,-1,0,0,0,normal
53,88224,0.0,0.0,172.0531769,0.0,7501,7500,-1,0,0,0,normal
54,89814,0.0,0.0,167.6855927,0.0,7501,7500,-1,0,0,0,normal
55,91435,0.0,0.0,165.6038208,0.0,7501,7500,-1,0,0,0,normal
56,93237,0.0,0.0,166.0852814,0.0,7501,7500,-1,0,0,0,normal
57,94844,0.0,0.0,161.6088867,0.0,7501,7500,-1,0,0,0,normal
58,96475,0.0,0.0,161.2913971,0.0,7501,7500,-1,0,0,0,normal
59,98285,0.0,0.0,157.2907257,0.0,7501,7500,-1,0,0,0,normal
60,100352,0.0,0.0,155.5442963,0.0,7501,7500,-1,0,0,0,normal
61,102429,0.0,0.0,153.9009094,0.0,7501,7500,-1,0,0,0,normal
62,104053,0.0,0.0,151.5257111,0.0,7501,7500,-1,0,0,0,normal
63,105655,0.0,0.0,148.6089783,0.0,7501,7500,-1,0,0,0,normal
64,107246,0.0,0.0,143.1191559,0.0,7501,7500,-1,0,0,0,normal
65,108838,0.0,0.0,142.822464,0.0,7501,7500,-1,0,0,0,normal
66,110462,0.0,0.0,139.0511017,0.0,7501,7500,-1,0,0,0,normal
67,112058,0.0,0.0,137.6943665,0.0,7501,7500,-1,0,0,0,normal
68,113614,0.0,0.0,137.5474854,0.0,7501,7500,-1,0,0,0,normal
69,115220,0.0,0.0,132.9145966,0.0,7501,7500,-1,0,0,0,normal
70,116813,0.0,0.0,131.1620636,0.0,7501,7500,-1,0,0,0,normal
71,118404,0.0,0.0,130.3942719,0.0,7501,7500,-1,0,0,0,normal
72,120000,0.0,0.0,128.97995,0.0,7501,7500,-1,0,0,0,normal
73,121600,0.0,0.0,125.7316971,0.0,7501,7500,-1,0,0,0,normal
74,123243,0.0,0.0,124.9977798,0.0,7501,7500,-1,0,0,0,normal
75,124830,0.0,0.0,121.409523,0.0,7501,7500,-1,0,0,0,normal
76,126385,0.0,0.0,117.4783707,0.0,7501,7500,-1,0,0,0,normal
77,127979,0.0,0.0,115.7788925,0.0,7501,7500,-1,0,0,0,normal
78,129590,0.0,0.0,113.5478973,0.0,7501,7500,-1,0,0,0,normal
79,131224,0.0,0.0,109.9115067,0.0,7501,7500,-1,0,0,0,normal
80,132830,0.0,0.0,108.6066818,0.0,7501,7500,-1,0,0,0,normal
81,134479,0.0,0.0,104.7989502,0.0,7502,7500,1,0,0,0,normal
82,136075,0.0,0.0,99.62745667,0.0,7502,7500,1,0,0,0,normal
83,137689,0.0,0.0,97.67369843,0.0,7502,7500,1,0,0,0,normal
84,139320,0.0,0.0,93.40581512,0.0,7502,7500,1,0,0,0,normal
85,140914,0.0,0.0,88.79722595,0.0,7502,7500,1,0,0,0,normal
86,142680,0.0,0.0,84.92314911,0.0,7502,7500,1,0,0,0,normal
87,144295,0.0,0.0,77.12073517,0.0,7502,7500,1,0,0,0,normal
88,145906,0.0,0.0,74.16931915,0.0,7502,7500,1,0,0,0,normal
89,147839,0.0,0.0,68.93022919,0.0,7502,7500,1,0,0,0,normal
90,149929,0.0,0.0,64.7875824,0.0,7502,7500,1,0,0,0,normal
91,152003,0.0,0.0,60.83109283,0.0,7502,7500,1,0,0,0,normal
92,153618,0.0,0.0,53.94915009,0.0,7502,7500,1,0,0,0,normal
93,155214,0.0,0.0,49.32819748,0.0,7502,7500,1,0,0,0,normal
94,156856,0.0,0.0,43.264534,0.0,7502,7500,1,0,0,0,normal
95,158473,0.0,0.0,39.09451294,0.0,7502,7500,1,0,0,0,normal
96,160058,0.0,0.0,35.52732468,0.0,7502,7500,1,0,0,0,normal
97,161659,0.0,0.0,29.68493843,0.0,7502,7500,1,0,0,0,normal
98,163238,0.0,0.0,26.73750114,0.0,7502,7500,1,0,0,0,normal
99,164884,0.0,0.0,19.96936417,0.0,7502,7500,1,0,0,0,normal
100,166453,0.0,0.0,17.59131432,0.0,7502,7500,1,0,0,0,normal
101,168065,0.0,0.0,11.41843414,0.0,7502,7500,1,0,0,0,normal
102,169623,0.0,0.0,9.454120636,0.0,7502,7500,1,0,0,0,normal
103,171248,0.0,0.0,1.741298676,0.0,7501,7500,0,1,0,0,normal
104,172836,111.4796066,636.28125,-0.145450592,1.024999857,7501,7500,0,1,0,0,normal
105,174466,133.5606232,902.9558105,-0.069313049,1.374999881,7501,7500,0,1,0,0,normal
106,176079,92.82723236,1144.2052,-0.114810936,1.724999905,7501,7500,0,1,0,0,normal
107,177688,193.2602844,1072.022339,-0.158599854,1.574999809,7501,7500,0,1,0,0,normal
108,179321,166.0845642,1135.6698,-0.099639893,1.674999833,7501,7500,0,1,0,0,normal
109,180927,294.7436523,1059.780518,-0.132007599,1.624999881,7501,7500,0,1,0,0,normal
110,182606,210.331131,1189.900391,-0.128826126,1.774999857,7501,7500,0,1,0,0,normal
111,184227,308.3979187,1201.152222,-0.077552795,1.799999833,7501,7500,0,1,0,0,normal
112,185846,354.4312439,1223.583374,-0.129089355,1.849999785,7501,7500,0,1,0,0,normal
113,187494,465.81427,1096.493652,-0.067668915,1.724999905,7501,7500,0,1,0,0,normal
114,189088,417.4870911,1103.52002,-0.11977385,1.749999762,7501,7500,0,1,0,0,normal
115,190852,391.9653625,1198.39978,-0.122360229,1.849999785,7501,7500,0,1,0,0,normal
116,192475,468.5427246,1114.36145,-0.11640358,1.749999762,7501,7500,0,1,0,0,normal
117,194082,569.6035156,1040.234863,-0.160497651,1.699999809,7501,7500,0,1,0,0,normal
118,195721,522.1456299,1092.159546,-0.096183769,1.774999857,7501,7500,0,1,0,0,normal
119,197528,611.5683594,1098.268433,-0.159265518,1.824999928,7501,7500,0,1,0,0,normal
120,199563,624.8362427,1080.630249,-0.092206955,1.824999928,7501,7500,0,1,0,0,normal
121,201640,683.147583,1060.72229,-0.093552582,1.799999833,7501,7500,0,1,0,0,normal
122,203213,758.0830078,1002.688721,-0.157969475,1.799999833,7501,7500,0,1,0,0,normal
123,204815,799.0940552,1003.244019,-0.123971939,1.849999785,7501,7500,0,1,0,0,normal
124,206452,816.5270996,1010.837769,-0.182719216,1.899999857,7501,7500,0,1,0,0,normal
125,208047,821.3562012,966.6515503,-0.100178711,1.849999785,7501,7500,0,1,0,0,normal
126,209617,818.8692017,1008.217896,-0.133838639,1.874999881,7501,7500,0,1,0,0,normal
127,211226,869.574646,958.8162842,-0.149437174,1.849999785,7501,7500,0,1,0,0,normal
128,212833,948.3251343,956.7880859,-0.131552279,1.949999809,7501,7500,0,1,0,0,normal
129,214474,915.6442261,1002.326477,-0.128949881,1.949999809,7501,7500,0,1,0,0,normal
130,216092,944.5463867,960.168396,-0.092778206,1.899999857,7501,7500,0,1,0,0,normal
131,217687,980.1246338,976.4666138,-0.15800333,1.949999809,7501,7500,0,1,0,0,normal
132,219282,986.9336548,977.6014404,-0.135016426,1.974999905,7501,7500,0,1,0,0,normal
133,220873,1030.8302,967.2550659,-0.147010803,1.999999881,7501,7500,0,1,0,0,normal
134,222518,1051.220947,925.4231567,-0.109741203,1.999999881,7501,7500,0,1,0,0,normal
135,224122,1001.336487,973.1224976,-0.15111351,1.974999905,7501,7500,0,1,0,0,normal
136,225723,1058.017944,964.5146484,-0.088665001,1.999999881,7501,7500,0,1,0,0,normal
137,227345,1048.202759,913.1330566,-0.09504699,1.974999905,7501,7500,0,1,0,0,normal
138,228984,1053.828735,944.9567871,-0.128099427,2.049999714,7501,7500,0,1,0,0,normal
