,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,1099,0.0,0.0,-134.9273834,0.0,7500,7500,-1,0,0,0,0
1,2739,0.0,0.0,-134.166626,0.0,7500,7500,-1,0,0,0,0
2,4400,0.0,0.0,-133.809021,0.0,7500,7500,-1,0,0,0,0
3,6017,0.0,0.0,-133.4178619,0.0,7500,7500,-1,0,0,0,0
4,7655,0.0,0.0,-134.193634,0.0,7500,7500,-1,0,0,0,0
5,9304,0.0,0.0,-133.901123,0.0,7500,7500,-1,0,0,0,0
6,10916,0.0,0.0,-134.4496155,0.0,7500,7500,-1,0,0,0,0
7,12567,0.0,0.0,-134.0134277,0.0,7500,7500,-1,0,0,0,0
8,14208,0.0,0.0,-133.9988556,0.0,7500,7500,-1,0,0,0,0
9,15832,0.0,0.0,-133.7848053,0.0,7500,7500,-1,0,0,0,0
10,17475,0.0,0.0,-133.6562042,0.0,7500,7500,-1,0,0,0,0
11,19148,0.0,0.0,-133.9689636,0.0,7500,7500,-1,0,0,0,0
12,20793,0.0,0.0,-133.3149872,0.0,7500,7500,-1,0,0,0,0
13,22421,0.0,0.0,-132.8461151,0.0,7500,7500,-1,0,0,0,0
14,24062,0.0,0.0,-131.3082581,0.0,7502,7500,1,0,0,0,0
15,25685,0.0,0.0,-137.7588806,0.0,7502,7500,1,0,0,0,0
16,27322,0.0,0.0,-142.11026,0.0,7502,7500,1,0,0,0,0
17,28976,0.0,0.0,-147.1578522,0.0,7502,7500,1,0,0,0,0
18,30620,0.0,0.0,-151.6647644,0.0,7502,7500,1,0,0,0,0
19,32248,0.0,0.0,-155.8014984,0.0,7502,7500,1,0,0,0,0
20,33890,0.0,0.0,-161.0989227,0.0,7502,7500,1,0,0,0,0
21,35540,0.0,0.0,-166.3239136,0.0,7502,7500,1,0,0,0,0
22,37157,0.0,0.0,-170.3470306,0.0,7502,7500,1,0,0,0,0
23,38816,0.0,0.0,-175.5931244,0.0,7502,7500,1,0,0,0,0
24,40416,0.0,0.0,-179.1926117,0.0,7502,7500,1,0,0,0,0
25,42046,0.0,0.0,176.4367371,0.0,7502,7500,1,0,0,0,0
26,43686,0.0,0.0,170.5400696,0.0,7502,7500,1,0,0,0,0
27,45341,0.0,0.0,165.5320129,0.0,7502,7500,1,0,0,0,0
28,47012,0.0,0.0,161.494339,0.0,7502,7500,1,0,0,0,0
29,48627,0.0,0.0,156.2948456,0.0,7502,7500,1,0,0,0,0
30,50255,0.0,0.0,152.4959412,0.0,7502,7500,1,0,0,0,0
