,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,917,1024.733398,454.5383301,-0.151473999,1.549999952,7501,7500,-1,0,0,0,normal
1,2516,1117.524414,434.5579834,-0.095977776,1.674999833,7500,7501,-1,0,0,0,normal
2,4143,1007.372803,479.5047302,-0.133407593,1.549999952,7500,7501,-1,0,0,0,normal
3,5741,960.8323975,505.0506592,-0.079010002,1.524999857,7501,7500,-1,0,0,0,normal
4,7383,1077.998291,482.8730164,-0.124343865,1.649999976,7501,7500,-1,0,0,0,normal
5,8993,1087.173584,507.5858765,-0.102371208,1.699999809,7500,7501,-1,0,0,0,normal
6,10648,987.151001,553.5830078,-0.092926018,1.574999809,7500,7501,-1,0,0,0,normal
7,12277,985.8592529,567.4425659,-0.116241448,1.599999785,7501,7500,-1,0,0,0,normal
8,13899,1038.737793,522.8217163,-0.109924309,1.649999976,7500,7501,-1,0,0,0,normal
9,15526,1001.215759,568.2996826,-0.109817497,1.624999881,7501,7500,-1,0,0,0,normal
10,17195,1073.217529,562.1908569,-0.119247429,1.674999833,7500,7501,-1,0,0,0,normal
11,18824,990.0604858,576.2556152,-0.105041496,1.599999785,7501,7500,-1,0,0,0,normal
12,20446,1025.276611,571.3782349,-0.116630547,1.649999976,7500,7501,-1,0,0,0,normal
13,22061,1023.610596,551.2891846,-0.138755798,1.624999881,7501,7500,-1,0,0,0,normal
14,23697,1027.642822,545.3615112,-0.118583679,1.624999881,7501,7500,-1,0,0,0,normal
15,25305,1053.031982,537.81604,-0.110130303,1.674999833,7501,7500,-1,0,0,0,normal
16,26940,1123.138184,515.831604,-0.112716667,1.724999905,7500,7501,-1,0,0,0,normal
17,28591,992.7044678,567.4786987,-0.083427429,1.624999881,7500,7501,-1,0,0,0,normal
18,30232,984.4467163,558.5932007,-0.099212639,1.599999785,7501,7500,-1,0,0,0,normal
19,31860,0.0,0.0,-53.90302658,0.0,7501,7500,-1,0,0,0,normal
20,33464,0.0,0.0,-61.04912186,0.0,7501,7500,-1,0,0,0,normal
21,35098,0.0,0.0,-64.72122192,0.0,7501,7500,-1,0,0,0,normal
22,36751,0.0,0.0,-66.77964783,0.0,7501,7500,-1,0,0,0,normal
23,38415,0.0,0.0,-68.13212585,0.0,7501,7500,-1,0,0,0,normal
24,40051,0.0,0.0,-69.83604431,0.0,7501,7500,-1,0,0,0,normal
25,41678,0.0,0.0,-71.98449707,0.0,7501,7500,-1,0,0,0,normal
26,43355,0.0,0.0,-76.3853302,0.0,7501,7500,-1,0,0,0,normal
27,44992,0.0,0.0,-79.34033203,0.0,7501,7500,-1,0,0,0,normal
28,46641,0.0,0.0,-81.03661346,0.0,7501,7500,-1,0,0,0,normal
29,48277,0.0,0.0,-83.95281982,0.0,7501,7500,-1,0,0,0,normal
30,49925,0.0,0.0,-86.65968323,0.0,7501,7500,-1,0,0,0,normal
31,51599,0.0,0.0,-88.78344727,0.0,7501,7500,-1,0,0,0,normal
32,53247,0.0,0.0,-90.7219696,0.0,7502,7500,1,0,0,0,normal
33,54931,0.0,0.0,-94.96823883,0.0,7502,7500,1,0,0,0,normal
34,56561,0.0,0.0,-100.5177917,0.0,7502,7500,1,0,0,0,normal
35,58184,0.0,0.0,-103.5524673,0.0,7502,7500,1,0,0,0,normal
36,59835,0.0,0.0,-109.8168716,0.0,7502,7500,1,0,0,0,normal
37,61475,0.0,0.0,-113.8016815,0.0,7502,7500,1,0,0,0,normal
