,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,1042,0.0,0.0,-65.48977661,0.0,7501,7500,-1,0,0,0,0
1,2680,0.0,0.0,-68.3562851,0.0,7501,7500,-1,0,0,0,0
2,4296,0.0,0.0,-70.51025391,0.0,7501,7500,-1,0,0,0,0
3,5966,0.0,0.0,-72.93050385,0.0,7501,7500,-1,0,0,0,0
4,7612,0.0,0.0,-75.49745941,0.0,7501,7500,-1,0,0,0,0
5,9225,0.0,0.0,-77.67995453,0.0,7501,7500,-1,0,0,0,0
6,10856,0.0,0.0,-80.26607513,0.0,7501,7500,-1,0,0,0,0
7,12498,0.0,0.0,-79.93462372,0.0,7501,7500,-1,0,0,0,0
8,14166,0.0,0.0,-84.41152954,0.0,7501,7500,-1,0,0,0,0
9,15810,0.0,0.0,-87.06790161,0.0,7501,7500,-1,0,0,0,0
10,17469,0.0,0.0,-88.57288361,0.0,7501,7500,-1,0,0,0,0
11,19120,0.0,0.0,-90.61244202,0.0,7501,7500,-1,0,0,0,0
12,20798,0.0,0.0,-93.58106232,0.0,7501,7500,-1,0,0,0,0
13,22497,0.0,0.0,-95.73262024,0.0,7502,7500,1,0,0,0,0
14,24143,0.0,0.0,-97.57344818,0.0,7502,7500,1,0,0,0,0
15,25789,0.0,0.0,-104.5264053,0.0,7502,7500,1,0,0,0,0
16,27413,0.0,0.0,-108.4171982,0.0,7502,7500,1,0,0,0,0
17,29081,0.0,0.0,-110.6712799,0.0,7502,7500,1,0,0,0,0
18,30742,0.0,0.0,-117.3945694,0.0,7502,7500,1,0,0,0,0
19,32393,0.0,0.0,-123.3685913,0.0,7502,7500,1,0,0,0,0
20,34058,0.0,0.0,-125.9799881,0.0,7502,7500,1,0,0,0,0
21,35702,0.0,0.0,-131.6210938,0.0,7502,7500,1,0,0,0,0
22,37371,0.0,0.0,-136.1506805,0.0,7502,7500,1,0,0,0,0
23,39011,0.0,0.0,-139.1096954,0.0,7502,7500,1,0,0,0,0
24,40656,0.0,0.0,-143.825592,0.0,7502,7500,1,0,0,0,0
25,42340,0.0,0.0,-150.5942841,0.0,7502,7500,1,0,0,0,0
26,44563,0.0,0.0,-155.4475403,0.0,7502,7500,1,0,0,0,0
27,46534,0.0,0.0,-157.2241516,0.0,7502,7500,1,0,0,0,0
28,48211,0.0,0.0,-169.401947,0.0,7502,7500,1,0,0,0,0
29,50200,0.0,0.0,-173.8300629,0.0,7502,7500,1,0,0,0,0
30,51831,0.0,0.0,-177.6465912,0.0,7502,7500,1,0,0,0,0
31,53464,0.0,0.0,177.1166534,0.0,7502,7500,1,0,0,0,0
32,55088,0.0,0.0,171.6462555,0.0,7502,7500,1,0,0,0,0
33,56698,0.0,0.0,169.3987427,0.0,7502,7500,1,0,0,0,0
34,58333,0.0,0.0,162.5755768,0.0,7502,7500,1,0,0,0,0
35,60004,0.0,0.0,157.8459015,0.0,7502,7500,1,0,0,0,0
36,61635,0.0,0.0,155.9181061,0.0,7502,7500,1,0,0,0,0
37,63339,0.0,0.0,149.6047821,0.0,7502,7500,1,0,0,0,0
38,64986,0.0,0.0,144.2526855,0.0,7502,7500,1,0,0,0,0
39,66620,0.0,0.0,141.0673981,0.0,7502,7500,1,0,0,0,0
40,68236,0.0,0.0,136.6614532,0.0,7502,7500,1,0,0,0,0
41,69860,0.0,0.0,129.7213135,0.0,7502,7500,1,0,0,0,0
42,71514,0.0,0.0,124.592659,0.0,7502,7500,1,0,0,0,0
