,Unnamed: 0,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,0,1401,0.0,0.0,-110.7012787,0.0,7501,7500,-1,0,0,0,0
1,1,3033,0.0,0.0,-115.1237946,0.0,7501,7500,-1,0,0,0,0
2,2,4634,0.0,0.0,-117.122879,0.0,7501,7500,-1,0,0,0,0
3,3,6226,0.0,0.0,-119.4177704,0.0,7501,7500,-1,0,0,0,0
4,4,7868,0.0,0.0,-122.195816,0.0,7501,7500,-1,0,0,0,0
5,5,9462,0.0,0.0,-123.2110901,0.0,7501,7500,-1,0,0,0,0
6,6,11027,0.0,0.0,-127.2223358,0.0,7502,7500,1,0,0,0,0
7,7,12637,0.0,0.0,-128.8628693,0.0,7502,7500,1,0,0,0,0
8,8,14238,0.0,0.0,-135.502243,0.0,7502,7500,1,0,0,0,0
9,9,15884,0.0,0.0,-138.6355438,0.0,7502,7500,1,0,0,0,0
10,10,17481,0.0,0.0,-144.4057312,0.0,7502,7500,1,0,0,0,0
11,11,19068,0.0,0.0,-148.1269226,0.0,7502,7500,1,0,0,0,0
12,12,20648,0.0,0.0,-152.1524353,0.0,7502,7500,1,0,0,0,0
13,13,22249,0.0,0.0,-158.41716,0.0,7502,7500,1,0,0,0,0
14,14,23888,0.0,0.0,-161.1206512,0.0,7502,7500,1,0,0,0,0
15,15,25517,0.0,0.0,-167.6773071,0.0,7502,7500,1,0,0,0,0
16,16,27064,0.0,0.0,-172.649765,0.0,7502,7500,1,0,0,0,0
17,17,28653,0.0,0.0,-176.8911591,0.0,7502,7500,1,0,0,0,0
18,18,30233,0.0,0.0,177.7159882,0.0,7502,7500,1,0,0,0,0
19,19,31870,0.0,0.0,175.832077,0.0,7502,7500,1,0,0,0,0
20,20,33430,0.0,0.0,168.0131989,0.0,7502,7500,1,0,0,0,0
21,21,35016,0.0,0.0,165.6215363,0.0,7502,7500,1,0,0,0,0
22,22,36611,0.0,0.0,159.3783264,0.0,7502,7500,1,0,0,0,0
23,23,38218,0.0,0.0,155.7044983,0.0,7502,7500,1,0,0,0,0
24,24,39854,0.0,0.0,149.8993835,0.0,7502,7500,1,0,0,0,0
25,25,41530,0.0,0.0,146.3329468,0.0,7502,7500,1,0,0,0,0
26,26,43263,0.0,0.0,142.3457794,0.0,7502,7500,1,0,0,0,0
27,27,44839,0.0,0.0,136.1015472,0.0,7502,7500,1,0,0,0,0
28,28,47081,0.0,0.0,133.7628784,0.0,7502,7500,1,0,0,0,0
29,29,49109,0.0,0.0,126.8587036,0.0,7502,7500,1,0,0,0,0
30,30,50695,0.0,0.0,123.0127487,0.0,7502,7500,1,0,0,0,0
31,31,52285,0.0,0.0,117.127243,0.0,7502,7500,1,0,0,0,0
32,32,53843,0.0,0.0,111.4118576,0.0,7502,7500,1,0,0,0,0
33,33,55411,0.0,0.0,107.4423294,0.0,7502,7500,1,0,0,0,0
34,34,57056,0.0,0.0,100.482193,0.0,7502,7500,1,0,0,0,0
35,35,58681,0.0,0.0,98.07762909,0.0,7502,7500,1,0,0,0,0
36,36,60242,0.0,0.0,91.45384216,0.0,7502,7500,1,0,0,0,0
37,37,61846,0.0,0.0,89.16607666,0.0,7502,7500,1,0,0,0,0
38,38,63423,0.0,0.0,83.87149048,0.0,7502,7500,1,0,0,0,0
39,39,65045,0.0,0.0,80.12376404,0.0,7502,7500,1,0,0,0,0
40,40,66630,0.0,0.0,75.53395081,0.0,7502,7500,1,0,0,0,0
41,41,68223,0.0,0.0,70.01077271,0.0,7502,7500,1,0,0,0,0
42,42,69818,0.0,0.0,67.26746368,0.0,7502,7500,1,0,0,0,0
43,43,71410,0.0,0.0,60.415802,0.0,7502,7500,1,0,0,0,0
44,44,73070,0.0,0.0,57.11301041,0.0,7502,7500,1,0,0,0,0
45,45,74668,0.0,0.0,46.00217056,0.0,7502,7500,1,0,0,0,0
46,46,76302,0.0,0.0,40.55538559,0.0,7502,7500,1,0,0,0,0
47,47,77881,0.0,0.0,34.75947189,0.0,7502,7500,1,0,0,0,0
48,48,79521,0.0,0.0,32.90994263,0.0,7502,7500,1,0,0,0,0
49,49,81140,0.0,0.0,25.01766586,0.0,7502,7500,1,0,0,0,0
50,50,82701,0.0,0.0,22.99921608,0.0,7502,7500,1,0,0,0,0
51,51,84274,0.0,0.0,16.43086433,0.0,7502,7500,1,0,0,0,0
52,52,85863,0.0,0.0,13.84601593,0.0,7502,7500,1,0,0,0,0
53,53,87488,0.0,0.0,9.887710571,0.0,7502,7500,1,0,0,0,0
54,54,89114,0.0,0.0,4.829864502,0.0,7502,7500,1,0,0,0,0
55,55,90969,0.0,0.0,-0.169448838,0.0,7502,7500,1,0,0,0,0
56,56,92579,0.0,0.0,-0.132095337,0.549999952,7501,7500,0,1,0,0,0
57,57,94257,133.8503571,401.2492981,-0.142120361,0.724999964,7501,7500,0,1,0,0,0
58,58,96614,178.241806,424.7066345,-0.106956482,0.74999994,7501,7500,0,1,0,0,0
59,59,98551,190.8095245,465.6210938,-0.127037048,0.799999893,7501,7500,0,1,0,0,0
60,60,100128,274.4976807,492.4226074,-0.198219284,0.849999905,7501,7500,0,1,0,0,0
61,61,101734,281.9827881,494.9337158,-0.166183472,0.874999881,7501,7500,0,1,0,0,0
62,62,103294,295.9267578,519.9846191,-0.172615051,0.949999928,7501,7500,0,1,0,0,0
63,63,104910,382.8987732,521.6386108,-0.153533936,0.974999905,7501,7500,0,1,0,0,0
64,64,106545,331.770752,527.2282104,-0.132911667,0.924999893,7501,7500,0,1,0,0,0
65,65,108133,446.7634888,494.7405396,-0.150802612,0.974999905,7501,7500,0,1,0,0,0
66,66,109725,488.8852539,462.1321106,-0.136116013,0.99999994,7501,7500,0,1,0,0,0
67,67,111321,457.6531067,499.8956299,-0.166030884,1.024999857,7501,7500,0,1,0,0,0
68,68,112962,576.3280029,470.015564,-0.156829834,1.074999928,7501,7500,0,1,0,0,0
69,69,114557,579.5756226,474.6394653,-0.125099182,1.074999928,7501,7500,0,1,0,0,0
70,70,116157,556.5891113,486.0602112,-0.161621094,1.049999952,7501,7500,0,1,0,0,0
71,71,117753,670.0366211,391.7239075,-0.16488646,1.099999905,7501,7500,0,1,0,0,0
72,72,119343,702.3553467,443.0692139,-0.120185837,1.199999809,7501,7500,0,1,0,0,0
