,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,1971,0.0,0.0,-107.3950958,0.0,7501,7500,-1,0,0,0,normal
1,3575,0.0,0.0,-110.6057129,0.0,7501,7500,-1,0,0,0,normal
2,5117,0.0,0.0,-112.3691406,0.0,7501,7500,-1,0,0,0,normal
3,6743,0.0,0.0,-115.9863281,0.0,7501,7500,-1,0,0,0,normal
4,8352,0.0,0.0,-117.0782623,0.0,7501,7500,-1,0,0,0,normal
5,9917,0.0,0.0,-119.5939484,0.0,7501,7500,-1,0,0,0,normal
6,11488,0.0,0.0,-122.325264,0.0,7501,7500,-1,0,0,0,normal
7,13166,0.0,0.0,-122.8599396,0.0,7502,7500,1,0,0,0,normal
8,14817,0.0,0.0,-128.6955566,0.0,7502,7500,1,0,0,0,normal
9,16389,0.0,0.0,-130.9722748,0.0,7502,7500,1,0,0,0,normal
10,17999,0.0,0.0,-138.2631073,0.0,7502,7500,1,0,0,0,normal
11,19611,0.0,0.0,-141.6217804,0.0,7502,7500,1,0,0,0,normal
12,21206,0.0,0.0,-147.4121857,0.0,7502,7500,1,0,0,0,normal
13,22832,0.0,0.0,-151.8538208,0.0,7502,7500,1,0,0,0,normal
14,24407,0.0,0.0,-154.8733063,0.0,7502,7500,1,0,0,0,normal
15,25986,0.0,0.0,-161.9327393,0.0,7502,7500,1,0,0,0,normal
16,27568,0.0,0.0,-163.2605743,0.0,7502,7500,1,0,0,0,normal
17,29235,0.0,0.0,-173.1307831,0.0,7502,7500,1,0,0,0,normal
18,30858,0.0,0.0,179.2048798,0.0,7502,7500,1,0,0,0,normal
19,32470,0.0,0.0,175.5664825,0.0,7502,7500,1,0,0,0,normal
20,34029,0.0,0.0,172.13797,0.0,7502,7500,1,0,0,0,normal
21,35603,0.0,0.0,165.5861359,0.0,7502,7500,1,0,0,0,normal
22,37239,0.0,0.0,163.317688,0.0,7502,7500,1,0,0,0,normal
23,38853,0.0,0.0,156.3070526,0.0,7502,7500,1,0,0,0,normal
24,40430,0.0,0.0,153.1618805,0.0,7502,7500,1,0,0,0,normal
25,42034,0.0,0.0,146.6172028,0.0,7502,7500,1,0,0,0,normal
26,43767,0.0,0.0,142.2073822,0.0,7502,7500,1,0,0,0,normal
27,45398,0.0,0.0,138.3740387,0.0,7502,7500,1,0,0,0,normal
28,46987,0.0,0.0,132.5367126,0.0,7502,7500,1,0,0,0,normal
29,49196,0.0,0.0,131.1692505,0.0,7502,7500,1,0,0,0,normal
30,51303,0.0,0.0,122.6968918,0.0,7502,7500,1,0,0,0,normal
31,52892,0.0,0.0,120.4357376,0.0,7502,7500,1,0,0,0,normal
32,54504,0.0,0.0,114.0239639,0.0,7502,7500,1,0,0,0,normal
33,56141,0.0,0.0,109.7201843,0.0,7502,7500,1,0,0,0,normal
34,57716,0.0,0.0,105.7909088,0.0,7502,7500,1,0,0,0,normal
35,59278,0.0,0.0,101.0509949,0.0,7502,7500,1,0,0,0,normal
36,60853,0.0,0.0,97.99328613,0.0,7502,7500,1,0,0,0,normal
37,62455,0.0,0.0,91.32907104,0.0,7502,7500,1,0,0,0,normal
38,64018,0.0,0.0,88.63320923,0.0,7502,7500,1,0,0,0,normal
39,65591,0.0,0.0,82.74932098,0.0,7502,7500,1,0,0,0,normal
40,67176,0.0,0.0,78.18972015,0.0,7502,7500,1,0,0,0,normal
41,68784,0.0,0.0,75.22662354,0.0,7502,7500,1,0,0,0,normal
42,70416,0.0,0.0,68.17858124,0.0,7502,7500,1,0,0,0,normal
43,72006,0.0,0.0,65.29428101,0.0,7502,7500,1,0,0,0,normal
44,73579,0.0,0.0,57.26803207,0.0,7502,7500,1,0,0,0,normal
45,75190,0.0,0.0,55.10709,0.0,7502,7500,1,0,0,0,normal
46,76822,0.0,0.0,47.86475754,0.0,7502,7500,1,0,0,0,normal
47,78475,0.0,0.0,44.06842804,0.0,7502,7500,1,0,0,0,normal
48,80096,0.0,0.0,39.70267487,0.0,7502,7500,1,0,0,0,normal
49,81707,0.0,0.0,34.41746902,0.0,7502,7500,1,0,0,0,normal
50,83314,0.0,0.0,31.70230484,0.0,7502,7500,1,0,0,0,normal
51,84932,0.0,0.0,25.69178772,0.0,7502,7500,1,0,0,0,normal
52,86561,0.0,0.0,22.42227745,0.0,7502,7500,1,0,0,0,normal
53,88161,0.0,0.0,16.98238182,0.0,7502,7500,1,0,0,0,normal
54,89897,0.0,0.0,12.22593689,0.0,7502,7500,1,0,0,0,normal
55,91496,0.0,0.0,6.333480835,0.0,7502,7500,1,0,0,0,normal
56,93261,0.0,0.0,-0.154151917,0.0,7501,7500,0,1,0,0,normal
57,94913,62.85063934,307.6252747,-0.202247605,0.549999952,7501,7500,0,1,0,0,normal
58,96520,34.89019394,434.3044128,-0.10043335,0.699999928,7501,7500,0,1,0,0,normal
59,98787,90.12294006,462.2165833,-0.146095261,0.74999994,7501,7500,0,1,0,0,normal
60,100855,153.118454,540.3875122,-0.12430571,0.874999881,7501,7500,0,1,0,0,normal
61,102452,125.2908096,529.3168335,-0.144180298,0.849999905,7501,7500,0,1,0,0,normal
62,104068,233.6556396,551.7238159,-0.204879746,0.924999893,7501,7500,0,1,0,0,normal
63,105694,288.8642578,565.7402954,-0.131599411,0.99999994,7501,7500,0,1,0,0,normal
64,107290,222.3917694,581.7003784,-0.162551865,0.974999905,7501,7500,0,1,0,0,normal
65,108885,368.2786865,524.0772705,-0.144172654,0.949999928,7501,7500,0,1,0,0,normal
66,110499,367.6871033,531.3208618,-0.174644455,0.974999905,7501,7500,0,1,0,0,normal
67,112138,403.4344788,496.8773499,-0.18271637,1.024999857,7501,7500,0,1,0,0,normal
68,113735,455.7938843,510.4230042,-0.142730698,1.024999857,7501,7500,0,1,0,0,normal
69,115352,495.0906067,512.9220581,-0.162338257,1.049999952,7501,7500,0,1,0,0,normal
70,116932,582.7628174,483.0420837,-0.1730728,1.074999928,7501,7500,0,1,0,0,normal
71,118591,582.3040771,491.7826538,-0.156204224,1.124999881,7501,7500,0,1,0,0,normal
72,120246,618.0513916,457.7738037,-0.192344666,1.149999857,7501,7500,0,1,0,0,normal
73,121830,670.3262939,464.0033875,-0.176910385,1.199999809,7501,7500,0,1,0,0,normal
74,123399,704.6853638,434.7149048,-0.162307739,1.174999952,7501,7500,0,1,0,0,normal
75,124962,744.6098633,404.545166,-0.112663262,1.224999905,7501,7500,0,1,0,0,normal
76,126586,808.2210693,400.3559265,-0.127372742,1.249999881,7501,7500,0,1,0,0,normal
77,128244,827.1390381,387.7520142,-0.169418335,1.299999833,7501,7500,0,1,0,0,normal
78,129833,839.0668945,430.3687134,-0.15946196,1.324999928,7501,7500,0,1,0,0,normal
79,131418,910.8151855,347.4290771,-0.202079773,1.349999905,7501,7500,0,1,0,0,normal
80,133015,982.1890869,365.6105957,-0.154003128,1.424999833,7501,7500,0,1,0,0,normal
