,Unnamed: 0,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,0,1221,0.0,0.0,-161.0287018,0.0,7501,7500,-1,0,0,0,0
1,1,2821,0.0,0.0,-165.1665802,0.0,7501,7500,-1,0,0,0,0
2,2,4423,0.0,0.0,-167.1657715,0.0,7501,7500,-1,0,0,0,0
3,3,6055,0.0,0.0,-168.5969086,0.0,7501,7500,-1,0,0,0,0
4,4,7677,0.0,0.0,-172.2404938,0.0,7501,7500,-1,0,0,0,0
5,5,9266,0.0,0.0,-175.313797,0.0,7501,7500,-1,0,0,0,0
6,6,10868,0.0,0.0,-175.2257385,0.0,7501,7500,-1,0,0,0,0
7,7,12515,0.0,0.0,-178.8027191,0.0,7501,7500,-1,0,0,0,0
8,8,14124,0.0,0.0,178.1568146,0.0,7501,7500,-1,0,0,0,0
9,9,15746,0.0,0.0,178.2354126,0.0,7501,7500,-1,0,0,0,0
10,10,17347,0.0,0.0,174.9974823,0.0,7501,7500,-1,0,0,0,0
11,11,18952,0.0,0.0,173.2407227,0.0,7501,7500,-1,0,0,0,0
12,12,20563,0.0,0.0,171.217392,0.0,7501,7500,-1,0,0,0,0
13,13,22200,0.0,0.0,172.0689087,0.0,7501,7500,-1,0,0,0,0
14,14,23821,0.0,0.0,163.0422974,0.0,7501,7500,-1,0,0,0,0
15,15,25462,0.0,0.0,-107.2715912,0.0,7501,7500,-1,0,0,0,0
16,16,27125,0.0,0.0,-53.28918839,0.0,7501,7500,-1,0,0,0,0
17,17,28788,0.0,0.0,-56.65027618,0.0,7501,7500,-1,0,0,0,0
18,18,30429,0.0,0.0,-59.69625854,0.0,7501,7500,-1,0,0,0,0
19,19,32167,0.0,0.0,-61.56522369,0.0,7501,7500,-1,0,0,0,0
20,20,33923,0.0,0.0,-63.85527039,0.0,7501,7500,-1,0,0,0,0
21,21,35550,0.0,0.0,-65.75491333,0.0,7501,7500,-1,0,0,0,0
22,22,37174,0.0,0.0,-67.94358826,0.0,7501,7500,-1,0,0,0,0
23,23,38977,0.0,0.0,-69.85321808,0.0,7501,7500,-1,0,0,0,0
24,24,41069,0.0,0.0,-71.5748291,0.0,7501,7500,-1,0,0,0,0
25,25,43137,0.0,0.0,-73.46466827,0.0,7501,7500,-1,0,0,0,0
26,26,44711,0.0,0.0,-75.49430084,0.0,7501,7500,-1,0,0,0,0
27,27,46345,0.0,0.0,-77.50519562,0.0,7501,7500,-1,0,0,0,0
28,28,47943,0.0,0.0,-80.03651428,0.0,7501,7500,-1,0,0,0,0
29,29,49562,0.0,0.0,-82.83588409,0.0,7501,7500,-1,0,0,0,0
