,Unnamed: 0,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,0,582,3416.051514,-814.7402954,-0.181922898,4.799999237,7501,7500,-1,0,0,0,0
1,1,2223,3506.247314,-818.9537354,-0.202125534,4.899999619,7501,7500,-1,0,0,0,0
2,2,3820,3575.544678,-798.1403198,-0.217811584,4.974999428,7501,7500,-1,0,0,0,0
3,3,5396,3660.162598,-809.5369873,-0.200958237,5.074999809,7501,7500,-1,0,0,0,0
4,4,7032,3662.794189,-796.6553955,-0.121780388,5.099999905,7501,7500,-1,0,0,0,0
5,5,8598,3646.95459,-783.4115601,-0.192825317,5.099999905,7501,7500,-1,0,0,0,0
6,6,10217,3721.334961,-809.2955322,-0.173553452,5.199999332,7501,7500,-1,0,0,0,0
7,7,11804,3834.601318,-825.2919312,-0.177703857,5.349999428,7501,7500,-1,0,0,0,0
8,8,13339,3763.44458,-791.1260986,-0.222686768,5.249999523,7501,7500,-1,0,0,0,0
9,9,14973,3875.745117,-831.4731445,-0.163383469,5.399999619,7501,7500,-1,0,0,0,0
10,10,16567,3923.2146,-814.8731079,-0.195320114,5.474999905,7501,7500,-1,0,0,0,0
11,11,18142,3944.318115,-848.4957275,-0.140419006,5.549999237,7501,7500,-1,0,0,0,0
12,12,19726,3971.711182,-829.3966064,-0.187934875,5.574999332,7501,7500,-1,0,0,0,0
13,13,21296,4086.957764,-871.4821777,-0.163810715,5.699999332,7501,7500,-1,0,0,0,0
14,14,22930,4111.76709,-873.0395508,-0.179595932,5.749999523,7501,7500,-1,0,0,0,0
15,15,24519,4147.816406,-878.7137451,-0.216400132,5.799999714,7501,7500,-1,0,0,0,0
16,16,26129,4182.742676,-856.5844116,-0.177638993,5.849999905,7501,7500,-1,0,0,0,0
17,17,27709,4258.499023,-885.4020386,-0.18926239,5.974999428,7501,7500,-1,0,0,0,0
18,18,29300,4310.65332,-934.4534912,-0.197486877,6.049999714,7500,7501,-1,0,0,0,0
19,19,30949,4256.193359,-898.4405518,-0.207870483,5.924999714,7500,7501,-1,0,0,0,0
20,20,32642,4210.099609,-881.5145874,-0.16065979,5.899999619,7501,7500,-1,0,0,0,0
21,21,34307,4217.342773,-880.053833,-0.18560791,5.899999619,7501,7500,-1,0,0,0,0
22,22,35976,4290.237793,-890.2070313,-0.176822647,5.974999428,7500,7500,-1,0,0,0,0
23,23,38148,4220.977051,-888.3961182,-0.172485352,5.924999714,7500,7501,-1,0,0,0,0
24,24,40195,4266.092773,-922.211792,-0.196014389,5.974999428,7501,7500,-1,0,0,0,0
25,25,41784,4245.581055,-892.2110596,-0.228050232,5.949999332,7500,7501,-1,0,0,0,0
26,26,43388,4208.89209,-866.3029785,-0.235271439,5.874999523,7500,7501,-1,0,0,0,0
27,27,45098,4212.948242,-849.0993652,-0.168945298,5.874999523,7501,7500,-1,0,0,0,0
28,28,46693,4258.160645,-887.4543457,-0.192962646,5.974999428,7501,7500,-1,0,0,0,0
29,29,48302,4240.945313,-910.8030396,-0.176433563,5.974999428,7500,7501,-1,0,0,0,0
30,30,49909,4188.996094,-886.8145752,-0.192966446,5.849999905,7500,7501,-1,0,0,0,0
31,31,51493,4218.99707,-854.387207,-0.199890137,5.899999619,7501,7500,-1,0,0,0,0
32,32,53123,4219.830078,-854.387207,-0.247728333,5.924999714,7501,7500,-1,0,0,0,0
33,33,54774,4278.467285,-875.6834717,-0.150806427,5.974999428,7501,7500,-1,0,0,0,0
34,34,56366,4308.697266,-858.4557495,-0.168945298,6.024999619,7500,7501,-1,0,0,0,0
35,35,57968,4198.231934,-850.8981934,-0.163196564,5.899999619,7500,7501,-1,0,0,0,0
36,36,59542,4176.404297,-856.753479,-0.164421067,5.849999905,7501,7500,-1,0,0,0,0
37,37,61117,4265.150879,-856.2825928,-0.174720749,5.949999332,7501,7500,-1,0,0,0,0
38,38,62722,4327.071777,-979.4848022,-0.174949646,6.074999332,7500,7501,-1,0,0,0,0
39,39,64300,4264.487305,-906.6138306,-0.212142929,5.974999428,7500,7501,-1,0,0,0,0
40,40,65916,4169.016113,-880.9592285,-0.140641212,5.849999905,7500,7501,-1,0,0,0,0
41,41,67516,4179.57959,-876.2871094,-0.196969986,5.874999523,7500,7501,-1,0,0,1,0
42,42,69093,4058.46582,-817.2634888,-0.230797753,5.674999714,7500,7501,-1,0,0,1,0
43,43,70741,4047.672852,-802.3898926,-0.199662685,5.674999714,7500,7501,-1,0,0,1,0
44,44,72342,3996.086182,-779.3068848,-0.211221695,5.599999428,7500,7501,-1,0,0,1,0
45,45,73943,3951.948486,-794.0718384,-0.139167786,5.524999619,7500,7501,-1,0,0,1,0
46,46,75521,3884.232178,-751.2015991,-0.202288613,5.399999619,7500,7501,-1,0,0,1,0
47,47,77109,3859.157227,-752.3847046,-0.182298586,5.399999619,7500,7501,-1,0,0,1,0
48,48,78748,3831.450439,-750.2478027,-0.177108988,5.324999809,7500,7501,-1,0,0,1,0
49,49,80348,3750.321289,-741.5192261,-0.209274277,5.199999332,7500,7501,-1,0,0,1,0
50,50,82105,3704.734863,-750.5737305,-0.192664608,5.174999237,7500,7501,-1,0,0,1,0
51,51,83699,3645.759521,-707.7518311,-0.219501495,5.074999809,7500,7501,-1,0,0,1,0
52,52,85598,3620.745117,-712.0617676,-0.170014381,5.049999714,7500,7501,-1,0,0,1,0
