,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,684,0.0,0.0,-74.39001465,0.0,7500,7501,-1,0,0,0,0
1,2269,0.0,0.0,-69.69114685,0.0,7500,7501,-1,0,0,0,0
2,3886,0.0,0.0,-68.77944946,0.0,7500,7501,-1,0,0,0,0
3,5486,0.0,0.0,-67.19744873,0.0,7500,7501,-1,0,0,0,0
4,7105,0.0,0.0,-63.18489838,0.0,7500,7501,-1,0,0,0,0
5,8731,0.0,0.0,-60.38599396,0.0,7500,7501,-1,0,0,0,0
6,10300,0.0,0.0,-57.83522415,0.0,7500,7501,-1,0,0,0,0
7,11920,0.0,0.0,-55.55268097,0.0,7500,7501,-1,0,0,0,0
8,13533,0.0,0.0,-54.5995369,0.0,7500,7501,-1,0,0,0,0
9,15463,0.0,0.0,-50.6578598,0.0,7502,7501,1,0,0,0,0
10,17318,0.0,0.0,-54.18095398,0.0,7502,7501,1,0,0,0,0
11,19053,0.0,0.0,-53.69309616,0.0,7502,7501,1,0,0,0,0
12,21039,0.0,0.0,-58.2374649,0.0,7502,7501,1,0,0,0,0
13,22925,0.0,0.0,-61.62574005,0.0,7502,7501,1,0,0,0,0
14,24540,0.0,0.0,-64.68538666,0.0,7502,7501,1,0,0,0,0
15,26134,0.0,0.0,-65.24044037,0.0,7502,7501,1,0,0,0,0
16,27742,0.0,0.0,-69.60733032,0.0,7502,7501,1,0,0,0,0
17,29374,0.0,0.0,-72.33230591,0.0,7502,7501,1,0,0,0,0
18,30973,0.0,0.0,-73.61552429,0.0,7502,7501,1,0,0,0,0
19,32542,0.0,0.0,-75.9520874,0.0,7502,7501,1,0,0,0,0
20,34157,0.0,0.0,-77.24295044,0.0,7502,7501,1,0,0,0,0
21,35736,0.0,0.0,-79.48970795,0.0,7502,7501,1,0,0,0,0
22,37376,0.0,0.0,-82.46630096,0.0,7502,7501,1,0,0,0,0
23,38988,0.0,0.0,-83.43486786,0.0,7502,7501,1,0,0,0,0
24,40577,0.0,0.0,-87.17742157,0.0,7502,7501,1,0,0,0,0
25,42208,0.0,0.0,-88.76351929,0.0,7502,7501,1,0,0,0,0
26,43782,0.0,0.0,-90.97796631,0.0,7502,7501,1,0,0,0,0
27,45379,0.0,0.0,-92.36773682,0.0,7502,7501,1,0,0,0,0
28,46992,0.0,0.0,-95.55284882,0.0,7502,7501,1,0,0,0,0
29,48574,0.0,0.0,-99.78125,0.0,7502,7501,1,0,0,0,0
30,50179,0.0,0.0,-99.47137451,0.0,7502,7501,1,0,0,0,0
31,51767,0.0,0.0,-102.060936,0.0,7502,7501,1,0,0,0,0
32,53387,0.0,0.0,-104.2520981,0.0,7502,7501,1,0,0,0,0
33,54961,0.0,0.0,-106.2283783,0.0,7502,7501,1,0,0,0,0
34,56586,0.0,0.0,-109.0949249,0.0,7502,7501,1,0,0,0,0
35,58299,0.0,0.0,-110.6453934,0.0,7502,7501,1,0,0,0,0
36,59904,0.0,0.0,-115.5428085,0.0,7502,7501,1,0,0,0,0
37,61514,0.0,0.0,-116.7681961,0.0,7502,7501,1,0,0,0,0
38,63138,0.0,0.0,-117.9663925,0.0,7502,7501,1,0,0,0,0
39,65016,0.0,0.0,-122.6352386,0.0,7502,7501,1,0,0,0,0
40,66778,0.0,0.0,-122.3881607,0.0,7502,7501,1,0,0,0,0
41,68688,0.0,0.0,-125.6247177,0.0,7502,7501,1,0,0,0,0
42,70834,0.0,0.0,-129.2631073,0.0,7502,7501,1,0,0,0,0
43,72488,0.0,0.0,-130.6107483,0.0,7502,7501,1,0,0,0,0
44,74080,0.0,0.0,-133.2345123,0.0,7502,7501,1,0,0,0,0
45,75667,0.0,0.0,-133.7982635,0.0,7502,7501,1,0,0,0,0
46,77267,0.0,0.0,-136.9440155,0.0,7502,7501,1,0,0,0,0
47,78875,0.0,0.0,-140.3024445,0.0,7502,7501,1,0,0,0,0
48,80457,0.0,0.0,-141.3980865,0.0,7502,7501,1,0,0,0,0
49,82070,0.0,0.0,-145.3961945,0.0,7502,7501,1,0,0,0,0
50,83647,0.0,0.0,-145.424118,0.0,7502,7501,1,0,0,0,0
51,85236,0.0,0.0,-147.3919067,0.0,7502,7501,1,0,0,0,0
52,86830,0.0,0.0,-150.8312378,0.0,7502,7501,1,0,0,0,0
53,88418,0.0,0.0,-151.9009857,0.0,7502,7501,1,0,0,0,0
54,90049,0.0,0.0,-155.0391235,0.0,7502,7501,1,0,0,0,0
55,91609,0.0,0.0,-156.4110107,0.0,7502,7501,1,0,0,0,0
56,93223,0.0,0.0,-159.1692963,0.0,7502,7501,1,0,0,0,0
57,94851,0.0,0.0,-162.2081757,0.0,7502,7501,1,0,0,0,0
58,96420,0.0,0.0,-163.9824219,0.0,7502,7501,1,0,0,0,0
59,98052,0.0,0.0,-168.1582794,0.0,7502,7501,1,0,0,0,0
60,99635,0.0,0.0,-169.1001892,0.0,7502,7501,1,0,0,0,0
61,101219,0.0,0.0,-172.1443787,0.0,7502,7501,1,0,0,0,0
62,102862,0.0,0.0,-175.0211334,0.0,7502,7501,1,0,0,0,0
63,104470,0.0,0.0,-174.968689,0.0,7502,7501,1,0,0,0,0
64,106072,0.0,0.0,-179.8218079,0.0,7502,7501,1,0,0,0,0
65,107707,0.0,0.0,176.5757141,0.0,7502,7501,1,0,0,0,0
66,109302,0.0,0.0,174.4584045,0.0,7502,7501,1,0,0,0,0
67,110956,0.0,0.0,173.1174011,0.0,7502,7501,1,0,0,0,0
68,112701,0.0,0.0,169.6226654,0.0,7502,7501,1,0,0,0,0
69,114628,0.0,0.0,168.8692474,0.0,7502,7501,1,0,0,0,0
70,116381,0.0,0.0,165.1754913,0.0,7502,7501,1,0,0,0,0
71,118164,0.0,0.0,162.9416809,0.0,7502,7501,1,0,0,0,0
72,120215,0.0,0.0,162.0601501,0.0,7502,7501,1,0,0,0,0
73,121776,0.0,0.0,157.5781555,0.0,7502,7501,1,0,0,0,0
74,123427,0.0,0.0,157.3748627,0.0,7502,7501,1,0,0,0,0
75,125016,0.0,0.0,153.9131012,0.0,7502,7501,1,0,0,0,0
76,126615,0.0,0.0,152.3818665,0.0,7502,7501,1,0,0,0,0
77,128239,0.0,0.0,150.8762817,0.0,7502,7501,1,0,0,0,0
78,129835,0.0,0.0,146.3982391,0.0,7502,7501,1,0,0,0,0
79,131447,0.0,0.0,146.0345917,0.0,7502,7501,1,0,0,0,0
80,133024,0.0,0.0,142.2406464,0.0,7502,7501,1,0,0,0,0
81,134658,0.0,0.0,140.2192078,0.0,7502,7501,1,0,0,0,0
82,136224,0.0,0.0,139.9610596,0.0,7502,7501,1,0,0,0,0
83,137814,0.0,0.0,134.8173676,0.0,7502,7501,1,0,0,0,0
84,139431,0.0,0.0,134.8508911,0.0,7502,7501,1,0,0,0,0
85,141007,0.0,0.0,131.7831726,0.0,7502,7501,1,0,0,0,0
86,142635,0.0,0.0,129.3905182,0.0,7502,7501,1,0,0,0,0
87,144204,0.0,0.0,127.372612,0.0,7502,7501,1,0,0,0,0
88,145810,0.0,0.0,124.0440979,0.0,7502,7501,1,0,0,0,0
89,147402,0.0,0.0,123.3806534,0.0,7502,7501,1,0,0,0,0
90,148964,0.0,0.0,120.6168213,0.0,7502,7501,1,0,0,0,0
91,150578,0.0,0.0,117.671936,0.0,7502,7501,1,0,0,0,0
92,152170,0.0,0.0,116.4226532,0.0,7502,7501,1,0,0,0,0
93,153748,0.0,0.0,112.1248932,0.0,7502,7501,1,0,0,0,0
94,155325,0.0,0.0,112.108429,0.0,7502,7501,1,0,0,0,0
95,156951,0.0,0.0,106.8707581,0.0,7502,7501,1,0,0,0,0
96,158573,0.0,0.0,106.00177,0.0,7502,7501,1,0,0,0,0
97,160197,0.0,0.0,105.3402405,0.0,7502,7501,1,0,0,0,0
98,161966,0.0,0.0,100.8853073,0.0,7502,7501,1,0,0,0,0
99,163896,0.0,0.0,99.79817963,0.0,7502,7501,1,0,0,0,0
100,165661,0.0,0.0,98.77183533,0.0,7502,7501,1,0,0,0,0
101,167699,0.0,0.0,95.35409546,0.0,7502,7501,1,0,0,0,0
102,169608,0.0,0.0,93.48600769,0.0,7502,7501,1,0,0,0,0
103,171242,0.0,0.0,88.36301422,0.0,7502,7501,1,0,0,0,0
104,172795,0.0,0.0,89.1960907,0.0,7502,7501,1,0,0,0,0
105,174393,0.0,0.0,86.15367889,0.0,7502,7501,1,0,0,0,0
106,175986,0.0,0.0,84.49346924,0.0,7502,7501,1,0,0,0,0
107,177581,0.0,0.0,81.87248993,0.0,7502,7501,1,0,0,0,0
108,179171,0.0,0.0,77.64767456,0.0,7502,7501,1,0,0,0,0
109,180749,0.0,0.0,77.60205841,0.0,7502,7501,1,0,0,0,0
110,182371,0.0,0.0,74.98616791,0.0,7502,7501,1,0,0,0,0
111,183969,0.0,0.0,72.16671753,0.0,7502,7501,1,0,0,0,0
112,185545,0.0,0.0,71.29912567,0.0,7502,7501,1,0,0,0,0
113,187183,0.0,0.0,66.38489532,0.0,7502,7501,1,0,0,0,0
114,188771,0.0,0.0,66.36460114,0.0,7502,7501,1,0,0,0,0
115,190354,0.0,0.0,63.59178543,0.0,7502,7501,1,0,0,0,0
116,191979,0.0,0.0,60.6377449,0.0,7502,7501,1,0,0,0,0
117,193580,0.0,0.0,59.0868187,0.0,7502,7501,1,0,0,0,0
118,195214,0.0,0.0,55.11750793,0.0,7502,7501,1,0,0,0,0
119,196789,0.0,0.0,55.04458237,0.0,7502,7501,1,0,0,0,0
120,198373,0.0,0.0,49.32507324,0.0,7502,7501,1,0,0,0,0
