,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,708,0.0,0.0,-60.67879868,0.0,7501,7500,-1,0,0,0,0
1,2337,0.0,0.0,-61.79541016,0.0,7501,7500,-1,0,0,0,0
2,3968,0.0,0.0,-65.06975555,0.0,7501,7500,-1,0,0,0,0
3,5593,0.0,0.0,-69.20591736,0.0,7501,7500,-1,0,0,0,0
4,7213,0.0,0.0,-71.209198,0.0,7501,7500,-1,0,0,0,0
5,8861,0.0,0.0,-73.83171844,0.0,7501,7500,-1,0,0,0,0
6,10514,0.0,0.0,-74.48914337,0.0,7501,7500,-1,0,0,0,0
7,12176,0.0,0.0,-75.32870483,0.0,7501,7500,-1,0,0,0,0
8,13815,0.0,0.0,-78.73730469,0.0,7501,7500,-1,0,0,0,0
9,15425,0.0,0.0,-83.14614868,0.0,7501,7500,-1,0,0,0,0
10,17076,0.0,0.0,-85.34034729,0.0,7501,7500,-1,0,0,0,0
11,18736,0.0,0.0,-86.86447906,0.0,7501,7500,1,0,0,0,0
12,20359,0.0,0.0,-88.05475616,0.0,7502,7500,1,0,0,0,0
13,22028,0.0,0.0,-92.35153198,0.0,7502,7500,1,0,0,0,0
14,23654,0.0,0.0,-98.84854126,0.0,7502,7500,1,0,0,0,0
15,25316,0.0,0.0,-104.5509033,0.0,7502,7500,1,0,0,0,0
16,26916,0.0,0.0,-109.5730438,0.0,7502,7500,1,0,0,0,0
17,28539,0.0,0.0,-112.6586151,0.0,7502,7500,1,0,0,0,0
18,30183,0.0,0.0,-116.1406174,0.0,7502,7500,1,0,0,0,0
19,31802,0.0,0.0,-120.5549011,0.0,7502,7500,1,0,0,0,0
20,33467,0.0,0.0,-128.2630768,0.0,7502,7500,1,0,0,0,0
21,35097,0.0,0.0,-132.2453918,0.0,7502,7500,1,0,0,0,0
22,36737,0.0,0.0,-137.3327789,0.0,7502,7500,1,0,0,0,0
23,38362,0.0,0.0,-139.6796112,0.0,7502,7500,1,0,0,0,0
24,39988,0.0,0.0,-143.8450317,0.0,7502,7500,1,0,0,0,0
25,41663,0.0,0.0,-149.1797485,0.0,7502,7500,1,0,0,0,0
26,43276,0.0,0.0,-156.4648438,0.0,7502,7500,1,0,0,0,0
27,44896,0.0,0.0,-160.450943,0.0,7502,7500,1,0,0,0,0
28,46546,0.0,0.0,-165.5792847,0.0,7502,7500,1,0,0,0,0
29,48158,0.0,0.0,-172.4168854,0.0,7502,7500,1,0,0,0,0
30,49852,0.0,0.0,-178.0407867,0.0,7502,7500,1,0,0,0,0
31,51498,0.0,0.0,175.1411285,0.0,7502,7500,1,0,0,0,0
32,53099,0.0,0.0,171.3000793,0.0,7502,7500,1,0,0,0,0
33,54745,0.0,0.0,167.686142,0.0,7502,7500,1,0,0,0,0
34,56387,0.0,0.0,164.6322327,0.0,7502,7500,1,0,0,0,0
35,58080,0.0,0.0,159.2978973,0.0,7502,7500,1,0,0,0,0
36,59698,0.0,0.0,153.2713776,0.0,7502,7500,1,0,0,0,0
37,61320,0.0,0.0,147.28508,0.0,7502,7500,1,0,0,0,0
38,62966,0.0,0.0,142.8674164,0.0,7502,7500,1,0,0,0,0
39,64592,0.0,0.0,139.0906677,0.0,7502,7500,1,0,0,0,0
40,66256,0.0,0.0,135.8904419,0.0,7502,7500,1,0,0,0,0
41,67896,0.0,0.0,130.7873383,0.0,7502,7500,1,0,0,0,0
42,69531,0.0,0.0,123.9913254,0.0,7502,7500,1,0,0,0,0
43,71160,0.0,0.0,119.0003891,0.0,7502,7500,1,0,0,0,0
44,72837,0.0,0.0,114.9473877,0.0,7502,7500,1,0,0,0,0
45,74480,0.0,0.0,111.7982101,0.0,7502,7500,1,0,0,0,0
46,76117,0.0,0.0,108.0582581,0.0,7502,7500,1,0,0,0,0
