,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,325,0.0,0.0,-64.05686951,0.0,7501,7500,-1,0,0,0,0
1,1990,0.0,0.0,-68.70481873,0.0,7501,7500,-1,0,0,0,0
2,3620,0.0,0.0,-70.79296112,0.0,7501,7500,-1,0,0,0,0
3,5234,0.0,0.0,-71.49131775,0.0,7501,7500,-1,0,0,0,0
4,6883,0.0,0.0,-75.63245392,0.0,7501,7500,-1,0,0,0,0
5,8519,0.0,0.0,-78.0573349,0.0,7502,7500,1,0,0,0,0
6,10480,0.0,0.0,-79.9807663,0.0,7502,7500,1,0,0,0,0
7,12439,0.0,0.0,-86.52880096,0.0,7502,7500,1,0,0,0,0
8,14356,0.0,0.0,-90.82810211,0.0,7502,7500,1,0,0,0,0
9,15980,0.0,0.0,-94.58747864,0.0,7502,7500,1,0,0,0,0
10,17982,0.0,0.0,-100.2417908,0.0,7502,7500,1,0,0,0,0
11,19628,0.0,0.0,-105.2363892,0.0,7502,7500,1,0,0,0,0
12,21276,0.0,0.0,-109.1805344,0.0,7502,7500,1,0,0,0,0
13,22884,0.0,0.0,-112.1765366,0.0,7502,7500,1,0,0,0,0
14,24480,0.0,0.0,-119.0742722,0.0,7502,7500,1,0,0,0,0
15,26105,0.0,0.0,-121.6721802,0.0,7502,7500,1,0,0,0,0
16,27783,0.0,0.0,-126.3941727,0.0,7502,7500,1,0,0,0,0
17,29395,0.0,0.0,-132.3181458,0.0,7502,7500,1,0,0,0,0
18,31026,0.0,0.0,-136.4232025,0.0,7502,7500,1,0,0,0,0
19,32641,0.0,0.0,-139.0322723,0.0,7502,7500,1,0,0,0,0
20,34292,0.0,0.0,-145.2993774,0.0,7502,7500,1,0,0,0,0
21,35953,0.0,0.0,-150.6321869,0.0,7502,7500,1,0,0,0,0
