,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,99,0.0,0.0,-1.30140686,0.0,7500,7501,-1,0,0,0,normal
1,1688,0.0,0.0,1.41046524,0.0,7500,7501,-1,0,0,0,normal
2,3270,0.0,0.0,3.916801453,0.0,7500,7501,-1,0,0,0,normal
3,4936,0.0,0.0,6.63338089,0.0,7500,7501,-1,0,0,0,normal
4,7146,0.0,0.0,9.023490906,0.0,7500,7501,-1,0,0,0,normal
5,9093,0.0,0.0,11.54127026,0.0,7502,7501,1,0,0,0,normal
6,10710,0.0,0.0,8.876773834,0.0,7502,7501,1,0,0,0,normal
7,12330,0.0,0.0,7.076259613,0.0,7502,7501,1,0,0,0,normal
8,13955,0.0,0.0,4.124591351,0.0,7502,7501,1,0,0,0,normal
9,15539,0.0,0.0,-0.15827179,0.0,7500,7501,0,1,0,0,normal
10,17155,-37.71521378,342.7690125,-0.174541458,0.549999952,7501,7500,0,1,0,0,normal
11,18761,-0.241454616,454.2606506,-0.145332322,0.674999952,7501,7500,0,1,0,0,normal
12,20355,61.20874023,498.7244873,-0.152793884,0.74999994,7501,7500,0,1,0,0,normal
13,21943,51.32118225,585.479187,-0.126327515,0.874999881,7501,7500,0,1,0,0,normal
14,23517,111.5761795,601.0408936,-0.115095131,0.899999917,7501,7500,0,1,0,0,normal
15,25111,154.5550995,579.1047363,-0.156560883,0.849999905,7501,7500,0,1,0,0,normal
16,26729,148.8688507,593.3626709,-0.136690125,0.824999988,7501,7500,0,1,0,0,normal
17,28326,218.8665314,550.2992554,-0.14503479,0.874999881,7501,7500,0,1,0,0,normal
18,29939,294.4056091,534.5925903,-0.138002381,0.924999893,7501,7500,0,1,0,0,normal
19,31536,252.9961395,562.166748,-0.111877434,0.874999881,7500,7501,0,1,0,0,normal
20,33153,233.5832214,524.8861084,-0.131437287,0.849999905,7500,7501,0,1,0,0,normal
21,34743,218.1300964,437.7210083,-0.185069084,0.674999952,7501,7500,0,1,0,0,normal
22,36333,249.9055481,466.5748596,-0.106398582,0.774999976,7501,7500,0,1,0,0,normal
23,37932,258.163269,458.8000183,-0.132511124,0.774999976,7500,7501,0,1,0,0,normal
24,39507,291.037323,467.1422424,-0.123004906,0.774999976,7500,7501,0,1,0,0,normal
25,41112,176.1532288,591.8415527,-0.133755669,0.899999917,7501,7500,0,1,0,0,normal
26,42719,238.9555664,541.6068726,-0.157484531,0.824999988,7501,7500,0,1,0,0,normal
27,44493,318.1647644,500.4871826,-0.092773914,0.849999905,7500,7501,0,1,0,0,normal
28,46118,247.3461151,546.1340942,-0.172235787,0.874999881,7500,7501,0,1,0,0,normal
29,47769,243.6035767,546.5325317,-0.119128101,0.874999881,7501,7500,0,1,0,0,normal
30,49520,297.2668457,531.6831055,-0.131449208,0.874999881,7500,7501,0,1,0,0,normal
31,51133,255.3744812,553.8727417,-0.149130329,0.849999905,7500,7501,0,1,0,0,normal
32,52714,229.369812,559.3538208,-0.16138266,0.874999881,7500,7500,0,1,0,0,normal
33,54343,211.9126587,546.737793,-0.13566494,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
34,56577,192.2220154,567.9737549,-0.144384384,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
35,58496,185.9079895,557.3739014,-0.160264015,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
36,60122,222.5124969,537.1641235,-0.150192246,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
37,61715,198.0169373,533.0352173,-0.114444733,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
38,63317,192.6445618,535.1842041,-0.101014137,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
39,64942,176.2377319,559.6555786,-0.160010323,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
40,66543,196.894165,532.9627686,-0.143909439,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
41,68163,218.105957,518.0771484,-0.185138687,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
42,69763,176.8896637,578.6459961,-0.099206924,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
43,71356,185.7993469,525.3690796,-0.163181305,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
44,72939,211.2365875,533.7958374,-0.133045197,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
45,74553,195.5661621,547.510437,-0.100599281,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
46,76141,188.3949738,517.413147,-0.195808396,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
47,77739,235.8166656,503.4449463,-0.136919022,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
48,79351,200.2866211,552.3757324,-0.165706635,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
49,80959,211.2728119,528.0371094,-0.116827004,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
50,82594,218.6371613,518.8859863,-0.149515152,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
51,84190,197.8358459,539.7838745,-0.147119507,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
52,85783,159.975769,538.7456055,-0.121168129,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
53,87517,219.289093,549.6231689,-0.137350067,0.849999905,7500,7500,0,1,1,0,reverse_power_attack
54,89102,180.5114746,506.4631042,-0.127187714,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
55,90687,179.7146759,526.7091064,-0.161968216,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
56,92438,193.5500336,469.8223877,-0.132423386,0.699999928,7500,7500,0,1,1,0,reverse_power_attack
57,94000,167.6057434,568.8187866,-0.171724305,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
58,95560,178.1814423,515.4211426,-0.152963623,0.774999976,7500,7500,0,1,1,0,reverse_power_attack
59,97326,212.612854,514.9985962,-0.142320618,0.799999893,7500,7500,0,1,1,0,reverse_power_attack
60,98975,181.5738831,558.8950195,-0.12408828,0.824999988,7500,7500,0,1,1,0,reverse_power_attack
61,100597,167.1469727,588.2076416,-0.127998352,0.874999881,7500,7500,0,1,1,0,reverse_power_attack
62,102177,176.7810059,578.9598999,-0.16312407,0.899999917,7500,7500,0,1,1,0,reverse_power_attack
63,104005,141.6131439,626.4902344,-0.133018494,0.924999893,7500,7500,0,1,1,0,reverse_power_attack
