,frame.number,TotW,TotVar,Phv.neut.ang,A.phsA,vsd1_speed,vsd2_speed,scada_q2c_sync_activated,q2c_in_sync,gen1_p_negative,gen2_p_negative,label
0,702,0.0,0.0,-75.1477356,0.0,7500,7501,-1,0,0,0,normal
1,2311,0.0,0.0,-72.19112396,0.0,7500,7501,-1,0,0,0,normal
2,3965,0.0,0.0,-69.48738861,0.0,7500,7501,-1,0,0,0,normal
3,5603,0.0,0.0,-68.76412964,0.0,7500,7501,-1,0,0,0,normal
4,7269,0.0,0.0,-64.48509216,0.0,7500,7501,-1,0,0,0,normal
5,9079,0.0,0.0,-62.99814606,0.0,7502,7501,1,0,0,0,normal
6,10709,0.0,0.0,-65.39305878,0.0,7502,7501,1,0,0,0,normal
7,12307,0.0,0.0,-66.8388443,0.0,7502,7501,1,0,0,0,normal
8,13929,0.0,0.0,-70.16130066,0.0,7502,7501,1,0,0,0,normal
9,15594,0.0,0.0,-72.00366211,0.0,7502,7501,1,0,0,0,normal
10,17220,0.0,0.0,-73.96653748,0.0,7502,7501,1,0,0,0,normal
11,19484,0.0,0.0,-78.59205627,0.0,7502,7501,1,0,0,0,normal
12,21303,0.0,0.0,-77.41524506,0.0,7502,7501,1,0,0,0,normal
13,23073,0.0,0.0,-81.44600677,0.0,7502,7501,1,0,0,0,normal
14,24985,0.0,0.0,-82.78687286,0.0,7502,7501,1,0,0,0,normal
15,26658,0.0,0.0,-85.25382996,0.0,7502,7501,1,0,0,0,normal
16,28294,0.0,0.0,-88.38385773,0.0,7502,7501,1,0,0,0,normal
17,29930,0.0,0.0,-89.5683136,0.0,7502,7501,1,0,0,0,normal
18,31564,0.0,0.0,-92.62402344,0.0,7502,7501,1,0,0,0,normal
19,33201,0.0,0.0,-95.11656189,0.0,7502,7501,1,0,0,0,normal
20,34854,0.0,0.0,-96.53562164,0.0,7502,7501,1,0,0,0,normal
21,36468,0.0,0.0,-100.4126968,0.0,7502,7501,1,0,0,0,normal
22,38109,0.0,0.0,-101.1273041,0.0,7502,7501,1,0,0,0,normal
23,39711,0.0,0.0,-104.7215424,0.0,7502,7501,1,0,0,0,normal
24,41392,0.0,0.0,-106.9483185,0.0,7502,7501,1,0,0,0,normal
25,43067,0.0,0.0,-108.69104,0.0,7502,7501,1,0,0,0,normal
26,44713,0.0,0.0,-111.5862274,0.0,7502,7501,1,0,0,0,normal
27,46320,0.0,0.0,-114.0348206,0.0,7502,7501,1,0,0,0,normal
28,47952,0.0,0.0,-115.3408585,0.0,7502,7501,1,0,0,0,normal
29,49627,0.0,0.0,-118.929184,0.0,7502,7501,1,0,0,0,normal
30,51229,0.0,0.0,-120.7067261,0.0,7502,7501,1,0,0,0,normal
31,52816,0.0,0.0,-122.9518661,0.0,7502,7501,1,0,0,0,normal
32,54494,0.0,0.0,-124.152565,0.0,7502,7501,1,0,0,0,normal
33,56111,0.0,0.0,-127.915451,0.0,7502,7501,1,0,0,0,normal
34,57758,0.0,0.0,-129.6661682,0.0,7502,7501,1,0,0,0,normal
